iter	Passed	Remaining
3239	6833	2819
3240	6834	2817
3241	6836	2814
3242	6837	2812
3243	6839	2810
3244	6840	2807
3245	6842	2805
3246	6844	2803
3247	6846	2801
3248	6847	2798
3249	6849	2796
3250	6850	2794
3251	6852	2791
3252	6853	2789
3253	6854	2786
3254	6855	2784
3255	6857	2782
3256	6858	2779
3257	6860	2777
3258	6862	2775
3259	6863	2772
3260	6865	2770
3261	6866	2768
3262	6867	2765
3263	6869	2763
3264	6870	2760
3265	6872	2758
3266	6873	2756
3267	6875	2754
3268	6877	2751
3269	6879	2749
3270	6880	2747
3271	6881	2744
3272	6883	2742
3273	6884	2739
3274	6886	2737
3275	6887	2735
3276	6888	2732
3277	6890	2730
3278	6892	2728
3279	6894	2726
3280	6895	2723
3281	6896	2721
3282	6898	2718
3283	6900	2716
3284	6901	2714
3285	6903	2712
3286	6904	2709
3287	6907	2708
3288	6910	2706
3289	6912	2704
3290	6914	2701
3291	6915	2699
3292	6916	2697
3293	6918	2694
3294	6919	2692
3295	6921	2689
3296	6924	2688
3297	6926	2686
3298	6927	2683
3299	6929	2681
3300	6930	2679
3301	6931	2676
3302	6933	2674
3303	6934	2671
3304	6935	2669
3305	6937	2667
3306	6939	2665
3307	6941	2662
3308	6942	2660
3309	6943	2657
3310	6944	2655
3311	6946	2653
3312	6947	2650
3313	6949	2648
3314	6950	2646
3315	6952	2643
3316	6953	2641
3317	6955	2639
3318	6957	2637
3319	6958	2634
3320	6959	2632
3321	6961	2629
3322	6962	2627
3323	6963	2625
3324	6965	2622
3325	6966	2620
3326	6968	2618
3327	6970	2615
3328	6971	2613
3329	6973	2611
3330	6974	2608
3331	6975	2606
3332	6977	2604
3333	6979	2602
3334	6980	2599
3335	6982	2597
3336	6983	2595
3337	6985	2593
3338	6987	2590
3339	6989	2588
3340	6990	2586
3341	6991	2583
3342	6993	2581
3343	6994	2578
3344	6995	2576
3345	6997	2574
3346	6998	2571
3347	7000	2569
3348	7002	2567
3349	7004	2565
3350	7006	2563
3351	7008	2561
3352	7010	2559
3353	7011	2556
3354	7012	2554
3355	7014	2551
3356	7017	2550
3357	7019	2548
3358	7020	2545
3359	7022	2543
3360	7023	2541
3361	7025	2538
3362	7026	2536
3363	7027	2534
3364	7029	2531
3365	7031	2529
3366	7033	2527
3367	7034	2525
3368	7035	2522
3369	7037	2520
3370	7038	2518
3371	7040	2515
3372	7041	2513
3373	7042	2511
3374	7044	2508
3375	7045	2506
3376	7047	2504
3377	7049	2502
3378	7050	2499
3379	7052	2497
3380	7053	2495
3381	7055	2492
3382	7056	2490
3383	7057	2488
3384	7059	2485
3385	7060	2483
3386	7063	2481
3387	7065	2479
3388	7066	2477
3389	7067	2474
3390	7068	2472
3391	7070	2469
3392	7071	2467
3393	7073	2465
3394	7074	2463
3395	7076	2460
3396	7077	2458
3397	7080	2456
3398	7082	2454
3399	7083	2452
3400	7084	2449
3401	7086	2447
3402	7087	2445
3403	7088	2442
3404	7090	2440
3405	7091	2438
3406	7095	2436
3407	7098	2434
3408	7100	2432
3409	7101	2430
3410	7102	2428
3411	7104	2425
3412	7105	2423
3413	7107	2421
3414	7108	2418
3415	7112	2417
3416	7114	2415
3417	7115	2412
3418	7116	2410
3419	7118	2408
3420	7119	2405
3421	7120	2403
3422	7122	2401
3423	7123	2398
3424	7125	2396
3425	7128	2394
3426	7130	2392
3427	7131	2390
3428	7133	2388
3429	7134	2385
3430	7136	2383
3431	7137	2381
3432	7138	2378
3433	7140	2376
3434	7142	2374
3435	7144	2372
3436	7145	2370
3437	7146	2367
3438	7148	2365
3439	7149	2363
3440	7150	2360
3441	7152	2358
3442	7153	2356
3443	7155	2353
3444	7158	2352
3445	7159	2349
3446	7160	2347
3447	7162	2345
3448	7163	2342
3449	7165	2340
3450	7166	2338
3451	7167	2335
3452	7168	2333
3453	7170	2331
3454	7171	2328
3455	7174	2327
3456	7176	2325
3457	7178	2322
3458	7180	2320
3459	7181	2318
3460	7183	2316
3461	7184	2313
3462	7185	2311
3463	7187	2309
3464	7189	2307
3465	7191	2305
3466	7194	2303
3467	7196	2301
3468	7197	2298
3469	7198	2296
3470	7200	2294
3471	7201	2292
3472	7203	2289
3473	7207	2288
3474	7208	2286
3475	7209	2283
3476	7210	2281
3477	7212	2278
3478	7213	2276
3479	7214	2274
3480	7216	2272
3481	7217	2269
3482	7219	2267
3483	7221	2265
3484	7223	2263
3485	7224	2261
3486	7226	2258
3487	7227	2256
3488	7229	2254
3489	7230	2252
3490	7231	2249
3491	7233	2247
3492	7235	2245
3493	7237	2243
3494	7239	2241
3495	7240	2238
3496	7242	2236
3497	7243	2234
3498	7245	2232
3499	7247	2230
3500	7248	2227
3501	7250	2225
3502	7251	2223
3503	7253	2221
3504	7255	2219
3505	7256	2216
3506	7257	2214
3507	7259	2212
3508	7260	2209
3509	7261	2207
3510	7263	2205
3511	7264	2202
3512	7265	2200
3513	7268	2198
3514	7269	2196
3515	7271	2194
3516	7272	2191
3517	7273	2189
3518	7275	2187
3519	7276	2184
3520	7277	2182
3521	7279	2180
3522	7280	2178
3523	7282	2176
3524	7284	2174
3525	7286	2171
3526	7288	2169
3527	7290	2167
3528	7292	2165
3529	7293	2163
3530	7294	2161
3531	7296	2158
3532	7299	2156
3533	7301	2154
3534	7302	2152
3535	7304	2150
3536	7305	2148
3537	7306	2145
3538	7308	2143
3539	7309	2141
3540	7311	2139
3541	7312	2136
3542	7315	2134
3543	7316	2132
3544	7317	2130
3545	7319	2128
3546	7321	2125
3547	7322	2123
3548	7324	2121
3549	7325	2119
3550	7327	2117
3551	7329	2115
3552	7331	2113
3553	7333	2110
3554	7334	2108
3555	7337	2106
3556	7339	2104
3557	7340	2102
3558	7342	2100
3559	7345	2098
3560	7347	2096
3561	7350	2094
3562	7352	2092
3563	7354	2090
3564	7355	2088
3565	7357	2085
3566	7359	2083
3567	7361	2081
3568	7362	2079
3569	7364	2077
3570	7365	2074
3571	7366	2072
3572	7368	2070
3573	7369	2068
3574	7371	2066
3575	7373	2063
3576	7374	2061
3577	7376	2059
3578	7379	2057
3579	7380	2055
3580	7382	2053
3581	7383	2051
3582	7385	2048
3583	7386	2046
3584	7388	2044
3585	7390	2042
3586	7392	2040
3587	7394	2038
3588	7396	2036
3589	7397	2033
3590	7399	2031
3591	7400	2029
3592	7401	2027
3593	7403	2024
3594	7405	2022
3595	7408	2020
3596	7409	2018
3597	7410	2016
3598	7412	2014
3599	7413	2012
3600	7415	2009
3601	7416	2007
3602	7418	2005
3603	7420	2003
3604	7422	2001
3605	7423	1998
3606	7424	1996
3607	7426	1994
3608	7427	1992
3609	7429	1990
3610	7430	1987
3611	7432	1985
3612	7434	1983
3613	7438	1982
3614	7439	1979
3615	7441	1977
3616	7442	1975
3617	7444	1973
3618	7445	1970
3619	7447	1968
3620	7448	1966
3621	7450	1964
3622	7452	1962
3623	7453	1960
3624	7455	1957
3625	7456	1955
3626	7457	1953
3627	7459	1951
3628	7460	1948
3629	7462	1946
3630	7463	1944
3631	7464	1942
3632	7467	1940
3633	7468	1938
3634	7470	1935
3635	7471	1933
3636	7472	1931
3637	7474	1929
3638	7475	1926
3639	7477	1924
3640	7478	1922
3641	7480	1920
3642	7482	1918
3643	7484	1916
3644	7486	1914
3645	7488	1912
3646	7490	1910
3647	7491	1907
3648	7493	1905
3649	7494	1903
3650	7495	1901
3651	7498	1899
3652	7501	1897
3653	7502	1895
3654	7503	1892
3655	7505	1890
3656	7506	1888
3657	7507	1886
3658	7509	1883
3659	7510	1881
3660	7511	1879
3661	7514	1877
3662	7516	1875
3663	7518	1873
3664	7519	1871
3665	7520	1868
3666	7522	1866
3667	7523	1864
3668	7525	1862
3669	7526	1860
3670	7529	1858
3671	7531	1856
3672	7532	1853
3673	7533	1851
3674	7535	1849
3675	7536	1847
3676	7538	1845
3677	7539	1842
3678	7541	1840
3679	7542	1838
3680	7544	1836
3681	7545	1834
3682	7547	1832
3683	7549	1830
3684	7551	1827
3685	7553	1825
3686	7554	1823
3687	7556	1821
3688	7557	1819
3689	7559	1817
3690	7561	1815
3691	7563	1813
3692	7564	1810
3693	7566	1808
3694	7567	1806
3695	7569	1804
3696	7570	1802
3697	7572	1799
3698	7573	1797
3699	7575	1795
3700	7577	1793
3701	7579	1791
3702	7581	1789
3703	7583	1787
3704	7584	1785
3705	7586	1782
3706	7587	1780
3707	7589	1778
3708	7591	1776
3709	7594	1774
3710	7596	1772
3711	7597	1770
3712	7599	1768
3713	7600	1766
3714	7601	1763
3715	7603	1761
3716	7604	1759
3717	7606	1757
3718	7609	1755
3719	7611	1753
3720	7613	1751
3721	7614	1749
3722	7615	1746
3723	7617	1744
3724	7618	1742
3725	7620	1740
3726	7623	1738
3727	7625	1736
3728	7626	1734
3729	7628	1732
3730	7629	1729
3731	7631	1727
3732	7632	1725
3733	7633	1723
3734	7635	1721
3735	7636	1719
3736	7638	1716
3737	7640	1714
3738	7642	1712
3739	7643	1710
3740	7644	1708
3741	7646	1706
3742	7647	1703
3743	7648	1701
3744	7650	1699
3745	7651	1697
3746	7652	1695
3747	7654	1693
3748	7656	1691
3749	7657	1688
3750	7659	1686
3751	7660	1684
3752	7662	1682
3753	7664	1680
3754	7666	1678
3755	7667	1676
3756	7669	1673
3757	7671	1671
3758	7673	1669
3759	7675	1667
3760	7677	1665
3761	7678	1663
3762	7680	1661
3763	7681	1659
3764	7683	1657
3765	7684	1654
3766	7688	1653
3767	7689	1650
3768	7690	1648
3769	7692	1646
3770	7693	1644
3771	7695	1642
3772	7696	1640
3773	7697	1637
3774	7699	1635
3775	7701	1633
3776	7703	1631
3777	7705	1629
3778	7707	1627
3779	7708	1625
3780	7710	1623
3781	7711	1621
3782	7713	1618
3783	7714	1616
3784	7716	1614
3785	7718	1612
3786	7720	1610
3787	7722	1608
3788	7724	1606
3789	7726	1604
3790	7728	1602
3791	7729	1600
3792	7731	1597
3793	7732	1595
3794	7735	1593
3795	7736	1591
3796	7737	1589
3797	7739	1587
3798	7740	1585
3799	7742	1583
3800	7743	1580
3801	7744	1578
3802	7746	1576
3803	7747	1574
3804	7749	1572
3805	7751	1570
3806	7752	1568
3807	7753	1565
3808	7755	1563
3809	7756	1561
3810	7758	1559
3811	7759	1557
3812	7760	1555
3813	7762	1552
3814	7763	1550
3815	7766	1548
3816	7767	1546
3817	7770	1544
3818	7771	1542
3819	7772	1540
3820	7774	1538
3821	7775	1536
3822	7777	1533
3823	7780	1532
3824	7783	1530
3825	7784	1528
3826	7786	1525
3827	7787	1523
3828	7789	1521
3829	7790	1519
3830	7791	1517
3831	7793	1515
3832	7795	1513
3833	7797	1511
3834	7798	1508
3835	7800	1506
3836	7801	1504
3837	7802	1502
3838	7804	1500
3839	7805	1498
3840	7806	1495
3841	7808	1493
3842	7809	1491
3843	7811	1489
3844	7813	1487
3845	7814	1485
3846	7815	1483
3847	7817	1480
3848	7818	1478
3849	7819	1476
3850	7821	1474
3851	7822	1472
3852	7824	1470
3853	7827	1468
3854	7828	1466
3855	7830	1464
3856	7831	1461
3857	7832	1459
3858	7834	1457
3859	7835	1455
3860	7837	1453
3861	7838	1451
3862	7840	1449
3863	7842	1447
3864	7844	1445
3865	7845	1442
3866	7847	1440
3867	7848	1438
3868	7850	1436
3869	7851	1434
3870	7852	1432
3871	7854	1430
3872	7855	1427
3873	7858	1426
3874	7860	1424
3875	7862	1422
3876	7864	1419
3877	7866	1417
3878	7867	1415
3879	7869	1413
3880	7870	1411
3881	7872	1409
3882	7875	1407
3883	7877	1405
3884	7878	1403
3885	7880	1401
3886	7881	1399
3887	7882	1396
3888	7884	1394
3889	7885	1392
3890	7887	1390
3891	7890	1388
3892	7891	1386
3893	7892	1384
3894	7894	1382
3895	7895	1380
3896	7897	1378
3897	7898	1375
3898	7899	1373
3899	7901	1371
3900	7902	1369
3901	7904	1367
3902	7906	1365
3903	7907	1363
3904	7908	1361
3905	7910	1358
3906	7911	1356
3907	7913	1354
3908	7914	1352
3909	7916	1350
3910	7917	1348
3911	7919	1346
3912	7921	1344
3913	7923	1342
3914	7924	1339
3915	7925	1337
3916	7927	1335
3917	7929	1333
3918	7930	1331
3919	7931	1329
3920	7933	1327
3921	7934	1325
3922	7937	1323
3923	7938	1321
3924	7940	1318
3925	7941	1316
3926	7942	1314
3927	7944	1312
3928	7945	1310
3929	7947	1308
3930	7948	1306
3931	7949	1304
3932	7952	1302
3933	7954	1300
3934	7956	1298
3935	7958	1296
3936	7960	1293
3937	7961	1291
3938	7962	1289
3939	7964	1287
3940	7966	1285
3941	7969	1283
3942	7970	1281
3943	7972	1279
3944	7973	1277
3945	7975	1275
3946	7976	1273
3947	7977	1270
3948	7978	1268
3949	7979	1266
3950	7981	1264
3951	7984	1262
3952	7985	1260
3953	7986	1258
3954	7988	1256
3955	7989	1254
3956	7991	1252
3957	7992	1249
3958	7993	1247
3959	7995	1245
3960	7996	1243
3961	7998	1241
3962	8000	1239
3963	8002	1237
3964	8003	1235
3965	8004	1233
3966	8006	1231
3967	8008	1229
3968	8009	1226
3969	8010	1224
3970	8012	1222
3971	8013	1220
3972	8015	1218
3973	8016	1216
3974	8018	1214
3975	8019	1212
3976	8020	1210
3977	8022	1207
3978	8023	1205
3979	8025	1203
3980	8026	1201
3981	8028	1199
3982	8030	1197
3983	8032	1195
3984	8033	1193
3985	8035	1191
3986	8036	1189
3987	8038	1187
3988	8039	1185
3989	8041	1183
3990	8042	1180
3991	8045	1179
3992	8048	1177
3993	8049	1175
3994	8051	1172
3995	8052	1170
3996	8054	1168
3997	8055	1166
3998	8056	1164
3999	8058	1162
4000	8060	1160
4001	8063	1158
4002	8065	1156
4003	8066	1154
4004	8067	1152
4005	8069	1150
4006	8070	1148
4007	8071	1145
4008	8073	1143
4009	8074	1141
4010	8075	1139
4011	8078	1137
4012	8079	1135
4013	8080	1133
4014	8082	1131
4015	8083	1129
4016	8084	1127
4017	8086	1124
4018	8087	1122
4019	8089	1120
4020	8090	1118
4021	8092	1116
4022	8094	1114
4023	8096	1112
4024	8097	1110
4025	8099	1108
4026	8100	1106
4027	8102	1104
4028	8103	1102
4029	8105	1100
4030	8106	1098
4031	8107	1095
4032	8109	1093
4033	8111	1091
4034	8112	1089
4035	8114	1087
4036	8115	1085
4037	8116	1083
4038	8118	1081
4039	8119	1079
4040	8121	1077
4041	8123	1075
4042	8125	1073
4043	8126	1071
4044	8127	1068
4045	8129	1066
4046	8130	1064
4047	8132	1062
4048	8133	1060
4049	8134	1058
4050	8136	1056
4051	8137	1054
4052	8140	1052
4053	8142	1050
4054	8144	1048
4055	8146	1046
4056	8147	1044
4057	8148	1042
4058	8150	1040
4059	8151	1038
4060	8152	1035
4061	8155	1034
4062	8157	1032
4063	8159	1029
4064	8160	1027
4065	8162	1025
4066	8164	1023
4067	8165	1021
4068	8166	1019
4069	8168	1017
4070	8171	1015
4071	8172	1013
4072	8174	1011
4073	8175	1009
4074	8177	1007
4075	8178	1005
4076	8180	1003
4077	8181	1001
4078	8182	999
4079	8185	997
4080	8187	995
4081	8188	992
4082	8190	990
4083	8191	988
4084	8192	986
4085	8194	984
4086	8195	982
4087	8196	980
4088	8198	978
4089	8199	976
4090	8202	974
4091	8203	972
4092	8205	970
4093	8206	968
4094	8207	966
4095	8208	963
4096	8210	961
4097	8212	959
4098	8213	957
4099	8214	955
4100	8217	953
4101	8219	951
4102	8220	949
4103	8221	947
4104	8223	945
4105	8225	943
4106	8226	941
4107	8228	939
4108	8229	937
4109	8230	935
4110	8232	933
4111	8234	931
4112	8236	929
4113	8237	927
4114	8239	925
4115	8240	922
4116	8241	920
4117	8242	918
4118	8244	916
4119	8245	914
4120	8248	912
4121	8250	910
4122	8253	908
4123	8254	906
4124	8256	904
4125	8257	902
4126	8258	900
4127	8260	898
4128	8261	896
4129	8263	894
4130	8266	892
4131	8268	890
4132	8269	888
4133	8270	886
4134	8272	884
4135	8273	882
4136	8274	880
4137	8276	878
4138	8277	875
4139	8280	874
4140	8281	871
4141	8283	869
4142	8284	867
4143	8286	865
4144	8287	863
4145	8289	861
4146	8290	859
4147	8292	857
4148	8293	855
4149	8296	853
4150	8297	851
4151	8298	849
4152	8300	847
4153	8301	845
4154	8302	843
4155	8304	841
4156	8308	839
4157	8312	837
4158	8325	836
4159	8327	834
4160	8330	832
4161	8333	830
4162	8335	828
4163	8338	827
4164	8341	825
4165	8345	823
4166	8348	821
4167	8350	819
4168	8352	817
4169	8355	815
4170	8358	813
4171	8361	811
4172	8363	809
4173	8366	807
4174	8367	805
4175	8369	803
4176	8370	801
4177	8372	799
4178	8375	797
4179	8378	795
4180	8379	793
4181	8381	791
4182	8383	789
4183	8385	787
4184	8386	785
4185	8389	783
4186	8391	781
4187	8393	779
4188	8395	777
4189	8397	775
4190	8399	773
4191	8401	771
4192	8403	769
4193	8406	767
4194	8409	765
4195	8411	763
4196	8413	761
4197	8415	759
4198	8416	757
4199	8420	755
4200	8424	754
4201	8426	751
4202	8429	750
4203	8431	748
4204	8432	746
4205	8435	744
4206	8442	742
4207	8443	740
4208	8446	738
4209	8448	736
4210	8449	734
4211	8451	732
4212	8456	730
4213	8458	728
4214	8460	726
4215	8462	724
4216	8465	722
4217	8470	720
4218	8472	718
4219	8475	716
4220	8476	714
4221	8478	712
4222	8479	710
4223	8481	708
4224	8482	706
4225	8485	704
4226	8487	702
4227	8488	700
4228	8490	698
4229	8492	696
4230	8493	694
4231	8495	692
4232	8497	690
4233	8499	688
4234	8502	686
4235	8503	684
4236	8505	682
4237	8507	680
4238	8509	678
4239	8510	676
4240	8512	674
4241	8514	672
4242	8515	670
4243	8518	668
4244	8520	666
4245	8521	664
4246	8523	662
4247	8525	660
4248	8526	658
4249	8528	656
4250	8530	654
4251	8533	652
4252	8535	650
4253	8537	648
4254	8539	646
4255	8540	644
4256	8541	642
4257	8543	640
4258	8544	637
4259	8546	635
4260	8548	633
4261	8550	631
4262	8552	629
4263	8553	627
4264	8554	625
4265	8556	623
4266	8557	621
4267	8558	619
4268	8560	617
4269	8561	615
4270	8564	613
4271	8565	611
4272	8567	609
4273	8569	607
4274	8570	605
4275	8572	603
4276	8573	601
4277	8575	599
4278	8576	597
4279	8579	595
4280	8581	593
4281	8582	591
4282	8584	589
4283	8585	587
4284	8586	585
4285	8588	583
4286	8589	581
4287	8590	579
4288	8592	576
4289	8593	574
4290	8596	572
4291	8597	570
4292	8599	568
4293	8600	566
4294	8602	564
4295	8603	562
4296	8605	560
4297	8606	558
4298	8608	556
4299	8611	554
4300	8613	552
4301	8616	550
4302	8617	548
4303	8619	546
4304	8620	544
4305	8622	542
4306	8624	540
4307	8626	538
4308	8629	536
4309	8632	534
4310	8633	532
4311	8635	530
4312	8637	528
4313	8638	526
4314	8643	524
4315	8644	522
4316	8646	520
4317	8647	518
4318	8649	516
4319	8650	514
4320	8652	512
4321	8653	510
4322	8654	508
4323	8656	506
4324	8659	504
4325	8660	502
4326	8661	500
4327	8663	498
4328	8664	496
4329	8665	494
4330	8667	492
4331	8668	490
4332	8670	488
4333	8671	486
4334	8673	484
4335	8675	482
4336	8676	480
4337	8678	478
4338	8679	476
4339	8681	474
4340	8682	472
4341	8683	469
4342	8685	467
4343	8686	465
4344	8689	463
4345	8691	461
4346	8692	459
4347	8693	457
4348	8694	455
4349	8695	453
4350	8697	451
4351	8699	449
4352	8700	447
4353	8701	445
4354	8703	443
4355	8706	441
4356	8707	439
4357	8708	437
4358	8709	435
4359	8711	433
4360	8712	431
4361	8714	429
4362	8716	427
4363	8717	425
4364	8718	423
4365	8724	421
4366	8728	419
4367	8730	417
4368	8731	415
4369	8733	413
4370	8738	411
4371	8739	409
4372	8742	407
4373	8744	405
4374	8745	403
4375	8747	401
4376	8749	399
4377	8753	397
4378	8754	395
4379	8756	393
4380	8757	391
4381	8759	389
4382	8760	387
4383	8762	385
4384	8763	383
4385	8765	381
4386	8766	379
4387	8769	377
4388	8771	375
4389	8772	373
4390	8773	371
4391	8775	369
4392	8776	367
4393	8777	365
4394	8779	363
4395	8780	361
4396	8781	359
4397	8783	357
4398	8784	355
4399	8786	353
4400	8788	351
4401	8789	349
4402	8790	347
4403	8792	345
4404	8793	343
4405	8794	341
4406	8796	339
4407	8798	337
4408	8800	335
4409	8801	333
4410	8803	331
4411	8804	329
4412	8805	327
4413	8807	325
4414	8808	323
4415	8810	321
4416	8811	319
4417	8813	317
4418	8814	315
4419	8817	313
4420	8819	311
4421	8821	309
4422	8822	307
4423	8824	305
4424	8825	303
4425	8827	301
4426	8829	299
4427	8832	297
4428	8834	295
4429	8835	293
4430	8836	291
4431	8838	289
4432	8839	287
4433	8840	285
4434	8842	283
4435	8843	281
4436	8845	279
4437	8847	277
4438	8848	275
4439	8850	273
4440	8851	271
4441	8853	269
4442	8854	267
4443	8855	265
4444	8856	263
4445	8858	261
4446	8859	258
4447	8861	257
4448	8862	254
4449	8864	252
4450	8865	250
4451	8867	248
4452	8868	246
4453	8870	244
4454	8871	242
4455	8873	240
4456	8874	238
4457	8876	236
4458	8878	234
4459	8880	232
4460	8881	230
4461	8882	228
4462	8883	226
4463	8885	224
4464	8886	222
4465	8887	220
4466	8889	218
4467	8890	216
4468	8892	214
4469	8894	212
4470	8895	210
4471	8896	208
4472	8898	206
4473	8899	204
4474	8901	202
4475	8902	200
4476	8903	198
4477	8905	196
4478	8907	194
4479	8910	192
4480	8912	190
4481	8915	188
4482	8916	186
4483	8918	184
4484	8919	182
4485	8921	180
4486	8923	178
4487	8927	177
4488	8928	175
4489	8930	173
4490	8931	171
4491	8933	169
4492	8934	167
4493	8936	165
4494	8937	163
4495	8940	161
4496	8941	159
4497	8943	157
4498	8944	155
4499	8946	153
4500	8947	151
4501	8949	149
4502	8950	147
4503	8951	145
4504	8953	143
4505	8954	141
4506	8957	139
4507	8958	137
4508	8960	135
4509	8961	133
4510	8963	131
4511	8964	129
4512	8966	127
4513	8967	125
4514	8969	123
4515	8971	121
4516	8972	119
4517	8974	117
4518	8975	115
4519	8977	113
4520	8978	111
4521	8980	109
4522	8981	107
4523	8982	105
4524	8984	103
4525	8985	101
4526	8987	99
4527	8989	97
4528	8990	95
4529	8992	93
4530	8993	91
4531	8995	89
4532	8996	87
4533	8997	85
4534	8999	83
4535	9000	81
4536	9002	79
4537	9005	77
4538	9007	75
4539	9008	73
4540	9010	71
4541	9011	69
4542	9012	67
4543	9013	65
4544	9015	63
4545	9017	61
4546	9020	59
4547	9021	57
4548	9023	55
4549	9024	53
4550	9026	51
4551	9027	49
4552	9028	47
4553	9030	45
4554	9031	43
4555	9033	41
4556	9035	39
4557	9037	37
4558	9038	35
4559	9039	33
4560	9041	31
4561	9042	29
4562	9044	27
4563	9045	25
4564	9047	23
4565	9049	21
4566	9051	19
4567	9052	17
4568	9054	15
4569	9055	13
4570	9056	11
4571	9058	9
4572	9059	7
4573	9061	5
4574	9062	3
4575	9064	1
4576	9066	0
