iter	Passed	Remaining
1685	4145	7108
1686	4146	7104
1687	4148	7099
1688	4149	7095
1689	4150	7090
1690	4152	7087
1691	4156	7086
1692	4157	7082
1693	4159	7078
1694	4160	7074
1695	4162	7070
1696	4164	7066
1697	4165	7062
1698	4166	7057
1699	4169	7056
1700	4171	7052
1701	4172	7048
1702	4174	7044
1703	4175	7040
1704	4176	7035
1705	4178	7031
1706	4179	7027
1707	4181	7023
1708	4182	7018
1709	4184	7015
1710	4186	7013
1711	4188	7008
1712	4189	7004
1713	4191	7000
1714	4192	6996
1715	4193	6992
1716	4195	6987
1717	4196	6983
1718	4197	6979
1719	4199	6975
1720	4201	6972
1721	4203	6968
1722	4204	6964
1723	4206	6960
1724	4207	6956
1725	4208	6952
1726	4210	6948
1727	4212	6944
1728	4214	6941
1729	4217	6939
1730	4218	6935
1731	4219	6931
1732	4220	6926
1733	4222	6922
1734	4223	6918
1735	4224	6914
1736	4240	6932
1737	4243	6931
1738	4245	6928
1739	4248	6926
1740	4255	6932
1741	4257	6928
1742	4259	6926
1743	4263	6925
1744	4266	6923
1745	4269	6921
1746	4271	6919
1747	4274	6917
1748	4277	6917
1749	4280	6914
1750	4282	6911
1751	4284	6909
1752	4287	6906
1753	4289	6903
1754	4290	6899
1755	4292	6895
1756	4293	6891
1757	4297	6890
1758	4299	6887
1759	4301	6884
1760	4302	6880
1761	4304	6876
1762	4306	6873
1763	4307	6868
1764	4312	6870
1765	4314	6867
1766	4316	6864
1767	4318	6860
1768	4319	6856
1769	4321	6852
1770	4323	6850
1771	4327	6850
1772	4329	6846
1773	4330	6842
1774	4332	6839
1775	4334	6836
1776	4337	6833
1777	4338	6830
1778	4340	6826
1779	4343	6824
1780	4346	6823
1781	4350	6823
1782	4352	6820
1783	4354	6816
1784	4355	6813
1785	4360	6814
1786	4363	6812
1787	4367	6813
1788	4371	6811
1789	4379	6818
1790	4383	6818
1791	4384	6814
1792	4388	6813
1793	4392	6813
1794	4393	6809
1795	4395	6806
1796	4397	6803
1797	4399	6799
1798	4400	6795
1799	4402	6791
1800	4403	6787
1801	4405	6783
1802	4407	6781
1803	4409	6777
1804	4410	6773
1805	4411	6769
1806	4413	6765
1807	4414	6761
1808	4416	6757
1809	4417	6753
1810	4419	6750
1811	4422	6748
1812	4424	6744
1813	4425	6740
1814	4426	6736
1815	4428	6732
1816	4429	6728
1817	4430	6724
1818	4432	6720
1819	4433	6716
1820	4434	6712
1821	4436	6708
1822	4439	6706
1823	4440	6702
1824	4443	6699
1825	4444	6695
1826	4445	6692
1827	4447	6687
1828	4448	6684
1829	4450	6680
1830	4451	6676
1831	4453	6672
1832	4456	6671
1833	4457	6667
1834	4459	6663
1835	4460	6659
1836	4461	6655
1837	4463	6651
1838	4464	6647
1839	4466	6643
1840	4467	6639
1841	4470	6637
1842	4471	6633
1843	4473	6630
1844	4475	6626
1845	4476	6622
1846	4478	6619
1847	4479	6615
1848	4481	6611
1849	4482	6607
1850	4485	6605
1851	4487	6602
1852	4488	6598
1853	4489	6594
1854	4491	6590
1855	4492	6586
1856	4493	6582
1857	4495	6578
1858	4496	6574
1859	4498	6570
1860	4500	6567
1861	4502	6564
1862	4504	6562
1863	4506	6558
1864	4507	6554
1865	4508	6550
1866	4510	6546
1867	4511	6542
1868	4512	6538
1869	4514	6534
1870	4516	6531
1871	4518	6528
1872	4519	6525
1873	4521	6521
1874	4522	6517
1875	4524	6513
1876	4525	6509
1877	4527	6506
1878	4529	6503
1879	4531	6500
1880	4533	6498
1881	4536	6495
1882	4537	6492
1883	4539	6488
1884	4540	6485
1885	4542	6481
1886	4543	6477
1887	4545	6473
1888	4549	6473
1889	4550	6470
1890	4552	6466
1891	4553	6462
1892	4555	6458
1893	4556	6454
1894	4557	6450
1895	4559	6447
1896	4560	6443
1897	4562	6440
1898	4567	6440
1899	4568	6437
1900	4571	6434
1901	4573	6431
1902	4574	6427
1903	4576	6424
1904	4578	6421
1905	4580	6419
1906	4581	6414
1907	4583	6410
1908	4584	6406
1909	4585	6403
1910	4587	6399
1911	4589	6396
1912	4590	6392
1913	4592	6389
1914	4595	6388
1915	4597	6384
1916	4598	6381
1917	4600	6377
1918	4601	6373
1919	4603	6370
1920	4604	6366
1921	4606	6362
1922	4607	6359
1923	4610	6357
1924	4612	6353
1925	4613	6350
1926	4615	6346
1927	4617	6343
1928	4618	6339
1929	4619	6336
1930	4621	6332
1931	4622	6328
1932	4625	6326
1933	4627	6324
1934	4630	6322
1935	4631	6318
1936	4633	6314
1937	4634	6310
1938	4636	6308
1939	4638	6304
1940	4642	6304
1941	4643	6301
1942	4645	6298
1943	4647	6294
1944	4648	6290
1945	4650	6286
1946	4651	6283
1947	4653	6279
1948	4654	6276
1949	4657	6275
1950	4659	6271
1951	4660	6267
1952	4662	6264
1953	4663	6260
1954	4665	6257
1955	4667	6253
1956	4668	6250
1957	4669	6246
1958	4672	6244
1959	4673	6240
1960	4675	6237
1961	4677	6233
1962	4678	6230
1963	4680	6226
1964	4681	6222
1965	4682	6219
1966	4684	6215
1967	4685	6211
1968	4686	6207
1969	4688	6204
1970	4690	6201
1971	4691	6197
1972	4693	6194
1973	4694	6190
1974	4696	6187
1975	4698	6184
1976	4699	6180
1977	4701	6177
1978	4703	6174
1979	4705	6171
1980	4706	6168
1981	4708	6164
1982	4709	6160
1983	4711	6157
1984	4712	6153
1985	4714	6150
1986	4715	6146
1987	4717	6143
1988	4719	6140
1989	4722	6138
1990	4723	6135
1991	4725	6132
1992	4726	6128
1993	4728	6125
1994	4729	6121
1995	4730	6117
1996	4732	6114
1997	4734	6111
1998	4737	6109
1999	4739	6106
2000	4740	6103
2001	4742	6099
2002	4743	6095
2003	4745	6092
2004	4746	6088
2005	4747	6085
2006	4749	6082
2007	4752	6080
2008	4753	6076
2009	4754	6072
2010	4756	6068
2011	4757	6065
2012	4758	6061
2013	4760	6057
2014	4761	6054
2015	4762	6050
2016	4764	6046
2017	4767	6044
2018	4768	6041
2019	4769	6037
2020	4771	6034
2021	4772	6030
2022	4774	6027
2023	4775	6023
2024	4777	6020
2025	4778	6016
2026	4781	6015
2027	4783	6011
2028	4784	6008
2029	4786	6005
2030	4787	6001
2031	4788	5997
2032	4790	5994
2033	4791	5990
2034	4792	5987
2035	4794	5983
2036	4795	5980
2037	4798	5978
2038	4800	5974
2039	4801	5971
2040	4802	5967
2041	4804	5964
2042	4806	5961
2043	4807	5957
2044	4808	5954
2045	4810	5951
2046	4812	5947
2047	4815	5945
2048	4817	5944
2049	4819	5940
2050	4820	5937
2051	4822	5933
2052	4823	5930
2053	4824	5926
2054	4826	5922
2055	4829	5921
2056	4832	5919
2057	4833	5916
2058	4835	5913
2059	4836	5909
2060	4838	5906
2061	4839	5903
2062	4841	5899
2063	4844	5898
2064	4846	5895
2065	4848	5892
2066	4849	5888
2067	4850	5884
2068	4852	5881
2069	4853	5878
2070	4855	5875
2071	4856	5871
2072	4857	5867
2073	4860	5866
2074	4862	5863
2075	4864	5860
2076	4866	5857
2077	4868	5854
2078	4870	5851
2079	4872	5848
2080	4874	5846
2081	4876	5844
2082	4877	5840
2083	4879	5837
2084	4881	5833
2085	4882	5830
2086	4883	5826
2087	4885	5823
2088	4887	5820
2089	4888	5816
2090	4891	5815
2091	4893	5812
2092	4894	5808
2093	4895	5805
2094	4897	5801
2095	4898	5798
2096	4900	5795
2097	4901	5791
2098	4902	5787
2099	4903	5784
2100	4906	5781
2101	4908	5779
2102	4909	5775
2103	4911	5772
2104	4912	5768
2105	4914	5766
2106	4915	5762
2107	4917	5759
2108	4918	5755
2109	4920	5753
2110	4922	5750
2111	4925	5748
2112	4928	5746
2113	4929	5743
2114	4931	5740
2115	4932	5737
2116	4934	5733
2117	4935	5730
2118	4938	5728
2119	4940	5725
2120	4941	5722
2121	4943	5719
2122	4944	5715
2123	4946	5712
2124	4947	5709
2125	4949	5705
2126	4951	5702
2127	4953	5701
2128	4955	5697
2129	4956	5694
2130	4958	5691
2131	4959	5688
2132	4961	5684
2133	4962	5681
2134	4963	5677
2135	4965	5674
2136	4967	5672
2137	4969	5669
2138	4971	5666
2139	4972	5663
2140	4974	5659
2141	4975	5656
2142	4976	5652
2143	4978	5649
2144	4979	5646
2145	4981	5642
2146	4984	5641
2147	4985	5638
2148	4987	5634
2149	4989	5631
2150	4990	5628
2151	4991	5624
2152	4993	5621
2153	4994	5618
2154	4996	5615
2155	4997	5611
2156	4999	5609
2157	5001	5606
2158	5003	5603
2159	5004	5599
2160	5005	5596
2161	5007	5593
2162	5008	5590
2163	5010	5587
2164	5011	5583
2165	5013	5580
2166	5016	5578
2167	5018	5576
2168	5020	5573
2169	5021	5570
2170	5023	5567
2171	5024	5563
2172	5026	5560
2173	5027	5557
2174	5029	5554
2175	5032	5553
2176	5034	5550
2177	5036	5547
2178	5037	5543
2179	5039	5541
2180	5041	5538
2181	5042	5534
2182	5044	5532
2183	5047	5530
2184	5048	5527
2185	5050	5523
2186	5051	5520
2187	5053	5517
2188	5054	5514
2189	5056	5511
2190	5057	5507
2191	5058	5504
2192	5060	5501
2193	5062	5499
2194	5064	5495
2195	5065	5492
2196	5067	5489
2197	5068	5485
2198	5070	5482
2199	5071	5479
2200	5072	5476
2201	5074	5473
2202	5075	5469
2203	5078	5467
2204	5079	5464
2205	5081	5461
2206	5082	5458
2207	5084	5454
2208	5085	5451
2209	5087	5448
2210	5088	5445
2211	5089	5442
2212	5091	5438
2213	5093	5436
2214	5095	5433
2215	5097	5430
2216	5098	5427
2217	5099	5424
2218	5101	5420
2219	5102	5417
2220	5104	5414
2221	5105	5411
2222	5107	5408
2223	5109	5405
2224	5111	5402
2225	5113	5400
2226	5115	5398
2227	5117	5395
2228	5118	5391
2229	5120	5388
2230	5121	5385
2231	5123	5382
2232	5126	5380
2233	5127	5378
2234	5129	5375
2235	5131	5372
2236	5132	5368
2237	5134	5365
2238	5135	5362
2239	5136	5359
2240	5138	5356
2241	5141	5354
2242	5143	5351
2243	5144	5348
2244	5145	5345
2245	5147	5342
2246	5148	5339
2247	5150	5335
2248	5151	5332
2249	5153	5329
2250	5154	5326
2251	5156	5324
2252	5158	5321
2253	5160	5318
2254	5161	5315
2255	5163	5311
2256	5164	5308
2257	5166	5305
2258	5167	5302
2259	5169	5299
2260	5170	5296
2261	5172	5293
2262	5174	5291
2263	5175	5287
2264	5176	5284
2265	5178	5280
2266	5179	5277
2267	5180	5274
2268	5182	5271
2269	5183	5268
2270	5185	5265
2271	5188	5263
2272	5189	5260
2273	5191	5257
2274	5192	5254
2275	5194	5251
2276	5195	5248
2277	5197	5245
2278	5198	5242
2279	5200	5239
2280	5202	5236
2281	5204	5234
2282	5206	5231
2283	5208	5229
2284	5209	5225
2285	5211	5223
2286	5212	5219
2287	5214	5216
2288	5215	5213
2289	5217	5210
2290	5221	5209
2291	5222	5206
2292	5224	5203
2293	5225	5200
2294	5227	5197
2295	5228	5194
2296	5229	5191
2297	5231	5187
2298	5232	5184
2299	5233	5181
2300	5236	5179
2301	5237	5176
2302	5238	5172
2303	5240	5169
2304	5241	5166
2305	5243	5163
2306	5244	5160
2307	5245	5157
2308	5246	5153
2309	5249	5151
2310	5251	5148
2311	5252	5145
2312	5253	5142
2313	5255	5139
2314	5257	5136
2315	5258	5133
2316	5259	5130
2317	5261	5127
2318	5262	5124
2319	5264	5121
2320	5266	5118
2321	5267	5115
2322	5269	5112
2323	5270	5109
2324	5272	5106
2325	5273	5103
2326	5274	5100
2327	5276	5097
2328	5277	5094
2329	5280	5092
2330	5282	5089
2331	5283	5086
2332	5285	5083
2333	5286	5080
2334	5288	5077
2335	5289	5074
2336	5291	5071
2337	5292	5068
2338	5294	5065
2339	5298	5064
2340	5300	5062
2341	5303	5060
2342	5304	5057
2343	5305	5054
2344	5306	5050
2345	5308	5048
2346	5310	5045
2347	5313	5044
2348	5316	5042
2349	5317	5039
2350	5318	5035
2351	5319	5032
2352	5321	5029
2353	5322	5026
2354	5324	5023
2355	5325	5020
2356	5327	5017
2357	5329	5015
2358	5331	5012
2359	5332	5009
2360	5334	5006
2361	5335	5003
2362	5336	5000
2363	5338	4997
2364	5339	4994
2365	5341	4991
2366	5343	4988
2367	5345	4986
2368	5347	4983
2369	5348	4980
2370	5349	4977
2371	5351	4974
2372	5353	4971
2373	5354	4968
2374	5355	4965
2375	5357	4962
2376	5359	4960
2377	5361	4958
2378	5363	4955
2379	5365	4952
2380	5366	4949
2381	5368	4947
2382	5369	4944
2383	5371	4941
2384	5372	4938
2385	5375	4936
2386	5377	4933
2387	5378	4930
2388	5380	4927
2389	5381	4924
2390	5382	4921
2391	5384	4918
2392	5385	4915
2393	5387	4912
2394	5389	4910
2395	5392	4908
2396	5394	4906
2397	5396	4903
2398	5397	4900
2399	5398	4897
2400	5400	4894
2401	5401	4891
2402	5403	4888
2403	5404	4885
2404	5408	4884
2405	5409	4881
2406	5411	4878
2407	5412	4875
2408	5414	4872
2409	5415	4869
2410	5417	4866
2411	5418	4863
2412	5421	4862
2413	5423	4859
2414	5425	4857
2415	5427	4854
2416	5428	4851
2417	5430	4848
2418	5431	4845
2419	5432	4842
2420	5433	4839
2421	5436	4837
2422	5438	4834
2423	5439	4831
2424	5441	4828
2425	5442	4825
2426	5444	4823
2427	5445	4820
2428	5447	4817
2429	5448	4814
2430	5450	4811
2431	5453	4810
2432	5455	4807
2433	5456	4804
2434	5458	4801
2435	5459	4798
2436	5461	4795
2437	5462	4792
2438	5463	4789
2439	5465	4786
2440	5466	4783
2441	5469	4782
2442	5471	4779
2443	5472	4776
2444	5474	4773
2445	5475	4770
2446	5477	4768
2447	5478	4765
2448	5480	4762
2449	5482	4759
2450	5484	4757
2451	5487	4755
2452	5489	4752
2453	5491	4750
2454	5492	4747
2455	5494	4744
2456	5495	4741
2457	5497	4738
2458	5498	4736
2459	5501	4734
2460	5503	4732
2461	5505	4729
2462	5506	4726
2463	5507	4723
2464	5509	4720
2465	5510	4717
2466	5512	4714
2467	5513	4711
2468	5516	4709
2469	5518	4707
2470	5519	4704
2471	5520	4701
2472	5522	4698
2473	5523	4695
2474	5524	4692
2475	5526	4689
2476	5527	4686
2477	5528	4683
2478	5530	4680
2479	5533	4678
2480	5534	4675
2481	5536	4673
2482	5537	4670
2483	5539	4667
2484	5541	4664
2485	5542	4661
2486	5544	4659
2487	5547	4658
2488	5549	4655
2489	5551	4652
2490	5552	4649
2491	5554	4647
2492	5555	4644
2493	5557	4641
2494	5558	4638
2495	5559	4635
2496	5562	4633
2497	5564	4630
2498	5565	4628
2499	5567	4625
2500	5568	4622
2501	5570	4619
2502	5571	4616
2503	5573	4613
2504	5574	4610
2505	5575	4608
2506	5578	4605
2507	5579	4603
2508	5581	4600
2509	5584	4598
2510	5585	4595
2511	5586	4592
2512	5587	4589
2513	5589	4586
2514	5590	4583
2515	5592	4581
2516	5595	4579
2517	5597	4576
2518	5598	4574
2519	5600	4571
2520	5601	4568
2521	5603	4565
2522	5604	4562
2523	5606	4560
2524	5610	4559
2525	5611	4556
2526	5612	4553
2527	5614	4550
2528	5615	4547
2529	5616	4544
2530	5618	4541
2531	5619	4538
2532	5621	4535
2533	5622	4533
2534	5625	4531
2535	5627	4528
2536	5628	4526
2537	5630	4523
2538	5631	4520
2539	5633	4517
2540	5634	4514
2541	5636	4512
2542	5637	4508
2543	5638	4506
2544	5641	4504
2545	5643	4501
2546	5644	4498
2547	5645	4495
2548	5647	4493
2549	5649	4490
2550	5650	4487
2551	5652	4484
2552	5653	4482
2553	5654	4479
2554	5657	4477
2555	5658	4474
2556	5660	4471
2557	5661	4468
2558	5663	4465
2559	5664	4462
2560	5665	4459
2561	5667	4457
2562	5668	4454
2563	5670	4452
2564	5673	4450
2565	5675	4448
2566	5677	4445
2567	5679	4443
2568	5680	4440
2569	5682	4437
2570	5683	4434
2571	5684	4431
2572	5689	4431
2573	5691	4428
2574	5692	4425
2575	5693	4423
2576	5695	4420
2577	5696	4417
2578	5698	4414
2579	5699	4411
2580	5701	4409
2581	5704	4407
2582	5705	4404
2583	5706	4401
2584	5708	4399
2585	5710	4396
2586	5711	4393
2587	5713	4391
2588	5715	4388
2589	5716	4385
2590	5718	4383
2591	5721	4381
2592	5722	4378
2593	5724	4375
2594	5725	4372
2595	5726	4370
2596	5728	4367
2597	5729	4364
2598	5731	4361
2599	5732	4358
2600	5734	4356
2601	5736	4353
2602	5737	4351
2603	5738	4348
2604	5740	4345
2605	5741	4342
2606	5743	4340
2607	5744	4337
2608	5746	4334
2609	5747	4331
2610	5751	4330
2611	5752	4327
2612	5754	4324
2613	5755	4322
2614	5756	4319
2615	5757	4316
2616	5759	4313
2617	5760	4310
2618	5762	4308
2619	5764	4305
2620	5766	4303
2621	5768	4301
2622	5770	4298
2623	5772	4296
2624	5773	4293
2625	5774	4290
2626	5776	4287
2627	5777	4284
2628	5778	4281
2629	5780	4279
2630	5783	4277
2631	5785	4275
2632	5787	4272
2633	5788	4269
2634	5789	4267
2635	5791	4264
2636	5792	4261
2637	5793	4258
2638	5795	4256
2639	5797	4253
2640	5799	4251
2641	5800	4248
2642	5802	4245
2643	5803	4242
2644	5804	4239
2645	5806	4237
2646	5807	4234
2647	5808	4231
2648	5810	4228
2649	5812	4226
2650	5814	4224
2651	5816	4221
2652	5817	4219
2653	5819	4216
2654	5820	4213
2655	5821	4210
2656	5823	4207
2657	5824	4205
2658	5825	4202
2659	5827	4199
2660	5829	4197
2661	5831	4194
2662	5832	4191
2663	5833	4189
2664	5835	4186
2665	5837	4184
2666	5838	4181
2667	5839	4178
2668	5841	4175
2669	5842	4172
2670	5845	4170
2671	5846	4168
2672	5847	4165
2673	5849	4163
2674	5851	4160
2675	5852	4157
2676	5853	4154
2677	5855	4151
2678	5856	4149
2679	5858	4146
2680	5860	4144
2681	5862	4142
2682	5864	4140
2683	5866	4137
2684	5867	4134
2685	5869	4132
2686	5870	4129
2687	5871	4126
2688	5873	4123
2689	5875	4121
2690	5878	4119
2691	5880	4117
2692	5881	4114
2693	5883	4112
2694	5884	4109
2695	5886	4106
2696	5887	4104
2697	5889	4101
2698	5890	4098
2699	5892	4096
2700	5894	4093
2701	5895	4091
2702	5896	4088
2703	5898	4085
2704	5899	4082
2705	5901	4080
2706	5902	4077
2707	5903	4074
2708	5904	4071
2709	5906	4069
2710	5908	4066
2711	5910	4064
2712	5911	4061
2713	5913	4058
2714	5914	4056
2715	5915	4053
2716	5917	4050
2717	5918	4048
2718	5920	4045
2719	5923	4044
2720	5924	4041
2721	5926	4038
2722	5927	4036
2723	5929	4033
2724	5930	4030
2725	5931	4027
2726	5933	4024
2727	5934	4022
2728	5935	4019
2729	5936	4016
2730	5939	4014
2731	5940	4012
2732	5942	4009
2733	5943	4006
2734	5944	4003
2735	5946	4001
2736	5947	3998
2737	5949	3995
2738	5950	3993
2739	5952	3990
2740	5954	3988
2741	5956	3986
2742	5958	3984
2743	5961	3982
2744	5962	3979
2745	5963	3976
2746	5965	3973
2747	5966	3971
2748	5968	3968
2749	5971	3967
2750	5973	3964
2751	5974	3961
2752	5975	3959
2753	5977	3956
2754	5978	3953
2755	5980	3951
2756	5981	3948
2757	5982	3945
2758	5984	3943
2759	5986	3941
2760	5988	3938
2761	5989	3936
2762	5991	3933
2763	5992	3930
2764	5993	3927
2765	5994	3924
2766	5996	3922
2767	5997	3919
2768	5999	3917
2769	6001	3915
2770	6003	3912
2771	6004	3909
2772	6005	3907
2773	6007	3904
2774	6008	3901
2775	6009	3898
2776	6011	3896
2777	6012	3893
2778	6013	3890
2779	6015	3888
2780	6018	3886
2781	6019	3883
2782	6020	3881
2783	6022	3878
2784	6023	3876
2785	6025	3873
2786	6026	3870
2787	6027	3867
2788	6029	3865
2789	6031	3863
2790	6033	3861
2791	6034	3858
2792	6036	3855
2793	6037	3852
2794	6038	3850
2795	6040	3847
2796	6041	3844
2797	6043	3842
2798	6045	3840
2799	6048	3838
2800	6049	3835
2801	6051	3833
2802	6052	3830
2803	6054	3828
2804	6056	3825
2805	6057	3823
2806	6059	3820
2807	6061	3818
2808	6063	3816
2809	6065	3814
2810	6068	3812
2811	6070	3809
2812	6071	3807
2813	6072	3804
2814	6074	3801
2815	6075	3799
2816	6076	3796
2817	6079	3794
2818	6081	3792
2819	6083	3790
2820	6084	3787
2821	6085	3784
2822	6086	3781
2823	6088	3779
2824	6089	3776
2825	6091	3774
2826	6092	3771
2827	6094	3768
2828	6097	3767
2829	6098	3764
2830	6099	3761
2831	6100	3759
2832	6102	3756
2833	6103	3753
2834	6104	3751
2835	6106	3748
2836	6107	3745
2837	6108	3743
2838	6111	3741
2839	6112	3738
2840	6114	3736
2841	6115	3733
2842	6117	3730
2843	6118	3728
2844	6119	3725
2845	6121	3722
2846	6122	3720
2847	6123	3717
2848	6125	3715
2849	6127	3713
2850	6129	3710
2851	6130	3708
2852	6131	3705
2853	6132	3702
2854	6134	3699
2855	6135	3697
2856	6137	3694
2857	6138	3692
2858	6140	3689
2859	6143	3688
2860	6144	3685
2861	6146	3682
2862	6147	3680
2863	6149	3677
2864	6150	3675
2865	6152	3672
2866	6153	3670
2867	6154	3667
2868	6158	3666
2869	6159	3663
2870	6162	3661
2871	6164	3659
2872	6165	3656
2873	6167	3654
2874	6168	3651
2875	6169	3649
2876	6171	3646
2877	6175	3645
2878	6176	3642
2879	6178	3640
2880	6179	3637
2881	6181	3635
2882	6182	3632
2883	6183	3630
2884	6185	3627
2885	6186	3624
2886	6189	3623
2887	6191	3620
2888	6192	3618
2889	6194	3615
2890	6195	3613
2891	6196	3610
2892	6198	3607
2893	6199	3605
2894	6200	3602
2895	6202	3600
2896	6204	3598
2897	6206	3595
2898	6208	3593
2899	6209	3590
2900	6211	3588
2901	6212	3585
2902	6213	3583
2903	6215	3580
2904	6216	3578
2905	6218	3575
2906	6220	3573
2907	6222	3571
2908	6223	3568
2909	6225	3566
2910	6227	3563
2911	6228	3561
2912	6229	3558
2913	6231	3556
2914	6232	3553
2915	6234	3551
2916	6236	3548
2917	6237	3546
2918	6239	3543
2919	6240	3541
2920	6241	3538
2921	6243	3536
2922	6244	3533
2923	6245	3530
2924	6247	3528
2925	6248	3525
2926	6250	3523
2927	6252	3521
2928	6253	3518
2929	6255	3516
2930	6257	3514
2931	6259	3511
2932	6260	3509
2933	6261	3506
2934	6262	3503
2935	6264	3501
2936	6265	3498
2937	6269	3497
2938	6270	3494
2939	6272	3492
2940	6273	3489
2941	6274	3487
2942	6276	3484
2943	6277	3482
2944	6279	3479
2945	6280	3477
2946	6284	3475
2947	6287	3474
2948	6290	3472
2949	6300	3475
2950	6304	3473
2951	6306	3471
2952	6321	3476
2953	6324	3475
2954	6327	3473
2955	6332	3472
2956	6334	3470
2957	6335	3467
2958	6337	3465
2959	6340	3463
2960	6342	3461
2961	6344	3459
2962	6347	3457
2963	6350	3455
2964	6352	3453
2965	6353	3451
2966	6355	3448
2967	6358	3447
2968	6362	3445
2969	6364	3443
2970	6365	3441
2971	6367	3438
2972	6369	3436
2973	6370	3433
2974	6377	3433
2975	6380	3432
2976	6382	3430
2977	6384	3428
2978	6389	3427
2979	6393	3426
2980	6395	3424
2981	6397	3421
2982	6398	3419
2983	6400	3417
2984	6402	3414
2985	6404	3412
2986	6407	3410
2987	6409	3408
2988	6411	3406
2989	6413	3403
2990	6415	3401
2991	6418	3399
2992	6419	3397
2993	6423	3396
2994	6425	3394
2995	6428	3392
2996	6430	3389
2997	6431	3387
2998	6433	3384
2999	6434	3382
3000	6436	3380
3001	6438	3377
3002	6441	3376
3003	6443	3374
3004	6444	3371
3005	6445	3368
3006	6447	3366
3007	6448	3363
3008	6450	3361
3009	6451	3358
3010	6452	3356
3011	6456	3354
3012	6457	3352
3013	6459	3349
3014	6460	3347
3015	6461	3344
3016	6463	3341
3017	6464	3339
3018	6466	3337
3019	6468	3334
3020	6470	3332
3021	6471	3330
3022	6473	3327
3023	6474	3325
3024	6476	3322
3025	6477	3320
3026	6478	3317
3027	6480	3314
3028	6481	3312
3029	6483	3310
3030	6485	3308
3031	6487	3305
3032	6488	3303
3033	6490	3300
3034	6491	3298
3035	6492	3295
3036	6494	3293
3037	6495	3290
3038	6496	3287
3039	6498	3285
3040	6500	3283
3041	6502	3280
3042	6503	3278
3043	6504	3275
3044	6506	3273
3045	6507	3270
3046	6508	3268
3047	6509	3265
3048	6511	3263
3049	6512	3260
3050	6513	3257
3051	6515	3255
3052	6517	3253
3053	6519	3251
3054	6520	3248
3055	6521	3245
3056	6523	3243
3057	6524	3240
3058	6525	3238
3059	6527	3235
3060	6528	3233
3061	6531	3231
3062	6533	3229
3063	6536	3227
3064	6537	3224
3065	6538	3222
3066	6540	3219
3067	6541	3217
3068	6542	3214
3069	6544	3212
3070	6547	3211
3071	6549	3208
3072	6551	3206
3073	6553	3204
3074	6555	3201
3075	6557	3199
3076	6558	3197
3077	6561	3195
3078	6564	3193
3079	6565	3191
3080	6567	3188
3081	6569	3186
3082	6570	3183
3083	6571	3181
3084	6573	3179
3085	6574	3176
3086	6575	3173
3087	6577	3171
3088	6579	3169
3089	6581	3167
3090	6582	3164
3091	6584	3162
3092	6585	3159
3093	6586	3157
3094	6588	3154
3095	6589	3152
3096	6591	3149
3097	6594	3148
3098	6595	3145
3099	6597	3143
3100	6598	3140
3101	6599	3138
3102	6601	3135
3103	6602	3133
3104	6603	3130
3105	6605	3128
3106	6607	3125
3107	6608	3123
3108	6611	3121
3109	6612	3119
3110	6614	3116
3111	6616	3114
3112	6618	3112
3113	6620	3110
3114	6621	3107
3115	6622	3105
3116	6624	3103
3117	6626	3100
3118	6629	3098
3119	6631	3096
3120	6632	3094
3121	6634	3091
3122	6635	3089
3123	6636	3086
3124	6638	3084
3125	6642	3083
3126	6644	3080
3127	6645	3078
3128	6647	3076
3129	6648	3073
3130	6650	3071
3131	6651	3068
3132	6652	3066
3133	6654	3063
3134	6657	3062
3135	6659	3059
3136	6660	3057
3137	6662	3055
3138	6663	3052
3139	6665	3050
3140	6667	3048
3141	6668	3045
3142	6670	3043
3143	6671	3040
3144	6673	3038
3145	6675	3036
3146	6676	3033
3147	6677	3031
3148	6679	3028
3149	6680	3026
3150	6681	3023
3151	6683	3021
3152	6684	3018
3153	6685	3016
3154	6688	3014
3155	6690	3012
3156	6691	3009
3157	6692	3007
3158	6694	3004
3159	6695	3002
3160	6696	2999
3161	6697	2997
3162	6699	2994
3163	6700	2992
3164	6702	2990
3165	6704	2987
3166	6705	2985
3167	6707	2983
3168	6708	2980
3169	6709	2978
3170	6711	2975
3171	6712	2973
3172	6714	2970
3173	6715	2968
3174	6716	2965
3175	6719	2964
3176	6721	2962
3177	6724	2960
3178	6725	2957
3179	6727	2955
3180	6729	2953
3181	6730	2950
3182	6732	2948
3183	6734	2946
3184	6738	2945
3185	6740	2943
3186	6742	2940
3187	6744	2938
3188	6745	2936
3189	6747	2933
3190	6748	2931
3191	6751	2929
3192	6753	2927
3193	6754	2924
3194	6756	2922
3195	6757	2919
3196	6758	2917
3197	6760	2915
3198	6761	2912
3199	6763	2910
3200	6765	2908
3201	6767	2905
3202	6768	2903
3203	6770	2901
3204	6771	2898
3205	6772	2896
3206	6774	2893
3207	6775	2891
3208	6778	2889
3209	6781	2887
3210	6783	2885
3211	6785	2883
3212	6786	2881
3213	6787	2878
3214	6789	2876
3215	6790	2873
3216	6791	2871
3217	6793	2868
3218	6794	2866
3219	6796	2864
3220	6798	2862
3221	6800	2859
3222	6802	2857
3223	6803	2855
3224	6805	2852
3225	6806	2850
3226	6808	2848
3227	6809	2845
3228	6812	2843
3229	6814	2842
3230	6816	2839
3231	6819	2837
3232	6820	2835
3233	6821	2833
3234	6823	2830
3235	6824	2828
3236	6826	2825
3237	6830	2824
3238	6832	2822
