iter	RMSE
1509	0.07770596102
1510	0.07766072259
1511	0.07752385076
1512	0.0774659076
1513	0.07737485237
1514	0.07733566272
1515	0.07732086307
1516	0.07723239286
1517	0.07713386562
1518	0.07708090617
1519	0.07699655999
1520	0.07691252197
1521	0.07687609012
1522	0.07687491192
1523	0.07680338939
1524	0.07671134887
1525	0.0766886419
1526	0.07664916943
1527	0.0765982681
1528	0.07658208821
1529	0.07651161422
1530	0.07647350004
1531	0.07645752979
1532	0.07643052127
1533	0.07636047835
1534	0.07630211488
1535	0.0762416839
1536	0.07622638152
1537	0.07620669764
1538	0.07616404929
1539	0.07613627152
1540	0.07601830802
1541	0.0759791718
1542	0.07594577836
1543	0.07587420027
1544	0.07580511919
1545	0.07571295691
1546	0.07565687601
1547	0.07563246748
1548	0.07557584213
1549	0.07556619482
1550	0.07552183727
1551	0.0755005559
1552	0.07547782789
1553	0.07546880717
1554	0.07544396072
1555	0.07538296826
1556	0.0753601429
1557	0.07525589799
1558	0.07516037313
1559	0.07514723472
1560	0.07508096107
1561	0.07501479454
1562	0.07489322708
1563	0.07481574203
1564	0.07473831115
1565	0.07461993454
1566	0.07456937936
1567	0.07445142274
1568	0.07441572042
1569	0.07434392325
1570	0.07431369816
1571	0.07428657537
1572	0.07427953092
1573	0.07419107821
1574	0.07412171747
1575	0.07405607045
1576	0.07403539426
1577	0.07400288398
1578	0.0739496804
1579	0.07389488359
1580	0.07380926021
1581	0.07378542351
1582	0.07371647118
1583	0.07360302371
1584	0.07354955745
1585	0.0734970305
1586	0.07342334089
1587	0.07335016142
1588	0.07330405908
1589	0.07327172865
1590	0.07321553315
1591	0.07315461533
1592	0.07313609638
1593	0.07311654178
1594	0.07309410616
1595	0.07304609888
1596	0.07301516508
1597	0.07298175186
1598	0.07293390827
1599	0.07283730574
1600	0.07276392059
1601	0.07273196389
1602	0.07267707765
1603	0.07259535304
1604	0.07251710055
1605	0.07246695137
1606	0.07241010302
1607	0.07232780893
1608	0.07227526587
1609	0.07226601716
1610	0.07214893341
1611	0.07207642718
1612	0.0720266569
1613	0.07195705924
1614	0.07192934233
1615	0.07186753941
1616	0.07184846901
1617	0.07180619244
1618	0.07178211508
1619	0.0717486206
1620	0.07171220383
1621	0.07168554946
1622	0.07165752489
1623	0.07157392078
1624	0.07151483171
1625	0.07151086525
1626	0.07146331171
1627	0.07143448075
1628	0.07139019656
1629	0.07135225307
1630	0.07131337284
1631	0.07126016147
1632	0.07116355531
1633	0.07110167721
1634	0.0710365534
1635	0.07096884789
1636	0.07093676641
1637	0.07088796464
1638	0.07087003784
1639	0.07082343907
1640	0.0708066147
1641	0.07074428193
1642	0.07063874512
1643	0.07058813663
1644	0.07056418439
1645	0.07052633135
1646	0.07048450539
1647	0.07042299296
1648	0.07035147792
1649	0.07030720795
1650	0.0702501622
1651	0.07021093359
1652	0.07013618496
1653	0.07009488393
1654	0.07005141865
1655	0.07000711133
1656	0.06995764165
1657	0.06992997439
1658	0.06988131367
1659	0.06984905391
1660	0.06974884601
1661	0.06972634282
1662	0.06965117647
1663	0.06960428891
1664	0.06960183822
1665	0.06958167925
1666	0.06952824198
1667	0.0695032399
1668	0.06945877277
1669	0.06944171682
1670	0.06935590364
1671	0.06929975055
1672	0.06921119478
1673	0.06916865988
1674	0.06912448512
1675	0.06909820081
1676	0.06904384489
1677	0.06900624902
1678	0.06892135886
1679	0.06886743692
1680	0.06881074304
1681	0.06876450662
1682	0.06868548138
1683	0.06862741561
1684	0.06857758719
1685	0.06852635039
1686	0.06848105431
1687	0.06846666327
1688	0.06841850705
1689	0.06835590088
1690	0.0683439355
1691	0.06829798763
1692	0.06825682077
1693	0.06818480329
1694	0.06809131759
1695	0.06803789317
1696	0.0679831702
1697	0.06793521139
1698	0.06788861494
1699	0.06784820046
1700	0.0678369565
1701	0.06777876801
1702	0.06776504631
1703	0.06767387991
1704	0.06762216184
1705	0.06756219933
1706	0.06751000529
1707	0.0674527635
1708	0.06738838683
1709	0.06736376812
1710	0.06734753942
1711	0.06733736258
1712	0.06728192904
1713	0.06722514182
1714	0.06714925013
1715	0.06710468847
1716	0.06706922496
1717	0.06704693077
1718	0.06703265444
1719	0.06698765474
1720	0.06693389945
1721	0.06685204731
1722	0.06679846321
1723	0.06677027994
1724	0.06672438913
1725	0.06667995921
1726	0.06661608424
1727	0.0665287798
1728	0.06643734708
1729	0.066366222
1730	0.06636436845
1731	0.06633738517
1732	0.0662881037
1733	0.06622154284
1734	0.06616017705
1735	0.0661447717
1736	0.06606342422
1737	0.06600619752
1738	0.06595657866
1739	0.06593971025
1740	0.06590350887
1741	0.06586823336
1742	0.06583809152
1743	0.06580060994
1744	0.06570067337
1745	0.06566253757
1746	0.06563339947
1747	0.06560134744
1748	0.06555044507
1749	0.06547471412
1750	0.06545703701
1751	0.06539693702
1752	0.06538073523
1753	0.06531679378
1754	0.06527484871
1755	0.06524775272
1756	0.06512229942
1757	0.06502787593
1758	0.06497671755
1759	0.06491447997
1760	0.06490330248
1761	0.064840798
1762	0.06481095917
1763	0.06477182875
1764	0.06471343949
1765	0.06467208005
1766	0.06461306356
1767	0.06458695956
1768	0.06455443762
1769	0.06450105083
1770	0.06447644045
1771	0.06443900866
1772	0.0643710333
1773	0.06433817907
1774	0.06429944294
1775	0.06425224434
1776	0.0642020373
1777	0.06414080081
1778	0.06404425749
1779	0.06397421763
1780	0.06394346736
1781	0.06386843785
1782	0.06379729814
1783	0.06376581355
1784	0.06374106608
1785	0.06365762655
1786	0.06361949941
1787	0.06353830075
1788	0.06350339424
1789	0.06346774475
1790	0.06339925364
1791	0.06333192385
1792	0.0632935219
1793	0.06326981063
1794	0.06321979042
1795	0.0631661064
1796	0.06314311737
1797	0.06313644477
1798	0.06311599276
1799	0.06306515542
1800	0.06304313708
1801	0.06299742751
1802	0.0629419991
1803	0.06287975624
1804	0.06283882127
1805	0.06283732776
1806	0.06276902641
1807	0.06269584112
1808	0.06265726462
1809	0.06263392724
1810	0.06261845765
1811	0.06254684383
1812	0.06247537169
1813	0.06244399405
1814	0.06242580438
1815	0.06240609908
1816	0.062344067
1817	0.06227930947
1818	0.06224562665
1819	0.06223810223
1820	0.06221932851
1821	0.06216856426
1822	0.06213284529
1823	0.06208546552
1824	0.06203504545
1825	0.06199943931
1826	0.06196662402
1827	0.06189142496
1828	0.06187967237
1829	0.0618607211
1830	0.06180975077
1831	0.06180023775
1832	0.06174102227
1833	0.06170873398
1834	0.061662533
1835	0.06163521564
1836	0.06163212406
1837	0.06156593085
1838	0.06150472936
1839	0.0614420509
1840	0.06140309252
1841	0.06136862522
1842	0.06133303858
1843	0.06128081454
1844	0.06122517309
1845	0.06117789549
1846	0.06112216077
1847	0.06105198815
1848	0.0610288072
1849	0.06100499546
1850	0.06097111756
1851	0.06094603915
1852	0.06092694444
1853	0.06089550194
1854	0.06084754911
1855	0.06080513684
1856	0.06074326385
1857	0.06069468799
1858	0.06068537042
1859	0.0606068247
1860	0.06057151914
1861	0.06054148496
1862	0.06048391442
1863	0.06043329094
1864	0.06039738669
1865	0.06036964449
1866	0.06034764135
1867	0.06030944935
1868	0.06027531365
1869	0.06023745148
1870	0.06018836877
1871	0.06012243945
1872	0.06010794915
1873	0.06002769879
1874	0.05999164201
1875	0.05995547618
1876	0.0598757673
1877	0.05984392597
1878	0.05978022503
1879	0.05971659805
1880	0.05969890235
1881	0.05967468919
1882	0.05963498353
1883	0.05960688813
1884	0.05955334568
1885	0.05953950067
1886	0.05946486069
1887	0.05941158859
1888	0.0593567894
1889	0.05931841815
1890	0.05928873097
1891	0.05922691774
1892	0.05916310714
1893	0.05914643782
1894	0.05912964975
1895	0.05909467131
1896	0.0590812171
1897	0.05902937029
1898	0.05899738492
1899	0.05892150844
1900	0.05889827407
1901	0.0588498405
1902	0.05881749122
1903	0.05879122185
1904	0.05878652306
1905	0.05874124578
1906	0.05867677705
1907	0.05865612789
1908	0.05858395661
1909	0.05853800994
1910	0.05848920637
1911	0.05843338368
1912	0.05833208157
1913	0.05831794298
1914	0.05830298499
1915	0.05826683034
1916	0.05824259174
1917	0.05821810436
1918	0.05814822826
1919	0.05808493692
1920	0.05803651508
1921	0.05801349154
1922	0.05797048551
1923	0.05792828451
1924	0.05786701106
1925	0.05784868936
1926	0.05780338548
1927	0.05776435566
1928	0.05772947513
1929	0.05770468204
1930	0.05768495557
1931	0.05765455039
1932	0.05762600492
1933	0.05757869559
1934	0.05755970245
1935	0.05745744919
1936	0.05741575715
1937	0.05740381959
1938	0.05734875213
1939	0.05732601773
1940	0.05728420491
1941	0.05723354953
1942	0.05720022748
1943	0.05717493618
1944	0.05712278264
1945	0.05708830486
1946	0.05702192975
1947	0.05696238917
1948	0.05691919059
1949	0.05689328971
1950	0.05687561506
1951	0.05683733477
1952	0.05683339542
1953	0.05679831571
1954	0.05674999137
1955	0.05672171689
1956	0.05668148994
1957	0.05666900904
1958	0.05666293614
1959	0.05658862367
1960	0.05650410478
1961	0.05647785776
1962	0.05644187402
1963	0.05641501973
1964	0.05638235795
1965	0.05630051763
1966	0.05621669226
1967	0.0561676243
1968	0.05613784186
1969	0.05610254936
1970	0.05607972552
1971	0.05602404569
1972	0.0559723574
1973	0.05595983579
1974	0.05589268078
1975	0.05584413524
1976	0.05576974376
1977	0.05573619217
1978	0.05570776934
1979	0.05566266901
1980	0.05559793195
1981	0.05556476996
1982	0.05550594537
1983	0.05544261213
1984	0.05542772028
1985	0.05538928031
1986	0.05533660142
1987	0.05530678407
1988	0.05525781849
1989	0.05523973507
1990	0.05519669792
1991	0.05514687902
1992	0.05508883289
1993	0.05503616717
1994	0.05500963982
1995	0.05498445751
1996	0.05492911411
1997	0.05488308519
1998	0.05486109814
1999	0.05481926533
2000	0.0547882523
2001	0.05477103353
2002	0.0546843732
2003	0.05464287309
2004	0.05460566435
2005	0.05456685522
2006	0.05454676134
2007	0.05449993566
2008	0.05448892439
2009	0.05446575522
2010	0.05446001707
2011	0.0544368187
2012	0.05438729684
2013	0.05436392264
2014	0.05434314155
2015	0.05428645023
2016	0.05422729385
2017	0.054220493
2018	0.05416074107
2019	0.05411378149
2020	0.05403836187
2021	0.05400134874
2022	0.05396290683
2023	0.05392110249
2024	0.05389528379
2025	0.05385323832
2026	0.05382914891
2027	0.05379711105
2028	0.05371444337
2029	0.05368911748
2030	0.05361961562
2031	0.05358943023
2032	0.05354000019
2033	0.05352785054
2034	0.05348756553
2035	0.05344543147
2036	0.05341217174
2037	0.05338204232
2038	0.0533214954
2039	0.05330523451
2040	0.05326052207
2041	0.05320726644
2042	0.05315424859
2043	0.05308728047
2044	0.05306286994
2045	0.05297980076
2046	0.05293207436
2047	0.05290446521
2048	0.05288870222
2049	0.05286477627
2050	0.05281380282
2051	0.05280034849
2052	0.05275906328
2053	0.05272788944
2054	0.05272580006
2055	0.05270515854
2056	0.05268434702
2057	0.05265216652
2058	0.05262935573
2059	0.05259407286
2060	0.05256414303
2061	0.05249549059
2062	0.05246986762
2063	0.05242782963
2064	0.05238041542
2065	0.0523235589
2066	0.05229283639
2067	0.05225422583
2068	0.05224305191
2069	0.05222439149
2070	0.05219547937
2071	0.05214874429
2072	0.05207257979
2073	0.05204622345
2074	0.05203387908
2075	0.05194505298
2076	0.05189665363
2077	0.05182050937
2078	0.0518052201
2079	0.05179270485
2080	0.05176131602
2081	0.05173580887
2082	0.05169465623
2083	0.05166893537
2084	0.05163140603
2085	0.05160359422
2086	0.05159119776
2087	0.05155166174
2088	0.05153628804
2089	0.05150571101
2090	0.05148702707
2091	0.05146399828
2092	0.0514198156
2093	0.05140882478
2094	0.05137316936
2095	0.05136196948
2096	0.05128947406
2097	0.05123996393
2098	0.05119308377
2099	0.05118324621
2100	0.05113717812
2101	0.05106941854
2102	0.05104516694
2103	0.05103711396
2104	0.05100489583
2105	0.05095640722
2106	0.05094468151
2107	0.0509138579
2108	0.05087918013
2109	0.0508695197
2110	0.05084809129
2111	0.05081660532
2112	0.05077977067
2113	0.05074581065
2114	0.05070110946
2115	0.05065989675
2116	0.05062287412
2117	0.05059882627
2118	0.05052664272
2119	0.05049272101
2120	0.05046966685
2121	0.05041544758
2122	0.05037843197
2123	0.05034432153
2124	0.05032024966
2125	0.05028540549
2126	0.05025075376
2127	0.05023174532
2128	0.05019617002
2129	0.05017379173
2130	0.05013198241
2131	0.05007624064
2132	0.0500250017
2133	0.04997739895
2134	0.04994955271
2135	0.04989773405
2136	0.04985997198
2137	0.04980365471
2138	0.04976978013
2139	0.04973284613
2140	0.04972637195
2141	0.04967082966
2142	0.04962831685
2143	0.04957716264
2144	0.04956135871
2145	0.04954324811
2146	0.04948355422
2147	0.04945095808
2148	0.04940281547
2149	0.04937811582
2150	0.0493529997
2151	0.04934534879
2152	0.04933087266
2153	0.0492714874
2154	0.04926455872
2155	0.04921216225
2156	0.04919932347
2157	0.04918233826
2158	0.04915863393
2159	0.04910820862
2160	0.04905354655
2161	0.04902876544
2162	0.04898921847
2163	0.0489392077
2164	0.04891101768
2165	0.04887542488
2166	0.04886059554
2167	0.04883142996
2168	0.04881484321
2169	0.04876733702
2170	0.04874517328
2171	0.04868467533
2172	0.04866085366
2173	0.04864077984
2174	0.0486298395
2175	0.04860274759
2176	0.04858230882
2177	0.04855620932
2178	0.04854961918
2179	0.04846700729
2180	0.04844885836
2181	0.04840335864
2182	0.04840097229
2183	0.04837599758
2184	0.04836824933
2185	0.04830116797
2186	0.04826037707
2187	0.04821536475
2188	0.04818478847
2189	0.04816729509
2190	0.04813610502
2191	0.04810705194
2192	0.04807697872
2193	0.0480239278
2194	0.04800142805
2195	0.04797659128
2196	0.04795796623
2197	0.04789782416
2198	0.04786921393
2199	0.04784694496
2200	0.04781791728
2201	0.04776211021
2202	0.04773177383
2203	0.04772966367
2204	0.04767578601
2205	0.04764030342
2206	0.04761721498
2207	0.04761421237
2208	0.04758621133
2209	0.0475455417
2210	0.04748846829
2211	0.04745209838
2212	0.04742060021
2213	0.04737868824
2214	0.04737151632
2215	0.0473497883
2216	0.04729087914
2217	0.0472555114
2218	0.0472397148
2219	0.04722230521
2220	0.04718730814
2221	0.04714577272
2222	0.04711065768
2223	0.04707122371
2224	0.04704479114
2225	0.04700096236
2226	0.04697431186
2227	0.04695466424
2228	0.04693833594
2229	0.04688093396
2230	0.04687331077
2231	0.04683687172
2232	0.04681056233
2233	0.04677057156
2234	0.04676247839
2235	0.04672186271
2236	0.04668964068
2237	0.04665014939
2238	0.04661319381
2239	0.04660430512
2240	0.0465650048
2241	0.04654535686
2242	0.04648223139
2243	0.04643033954
2244	0.04642197682
2245	0.04637540943
2246	0.04631593126
2247	0.04630458635
2248	0.04627374534
2249	0.04620263896
2250	0.04615043069
2251	0.0461241017
2252	0.04610799659
2253	0.04607149952
2254	0.04602020281
2255	0.04600304462
2256	0.04597155656
2257	0.04591023188
2258	0.04587799691
2259	0.04586932968
2260	0.04582917353
2261	0.04576821142
2262	0.04573178249
2263	0.04571662597
2264	0.04567161894
2265	0.0456351568
2266	0.0455668377
2267	0.04552223396
2268	0.04547155855
2269	0.04544128598
2270	0.04540209388
2271	0.04536567671
2272	0.04532973691
2273	0.04529792574
2274	0.04525311629
2275	0.04522615256
2276	0.04520746066
2277	0.04519134236
2278	0.04516425548
2279	0.04514812906
2280	0.04511090415
2281	0.04508421746
2282	0.04506012972
2283	0.04502081064
2284	0.04499238874
2285	0.04498093107
2286	0.04496218404
2287	0.04494490679
2288	0.04491464479
2289	0.04486726478
2290	0.04484238709
2291	0.0448186772
2292	0.04477438831
2293	0.04475157039
2294	0.04474395642
2295	0.04471625025
2296	0.0446995069
2297	0.04468911829
2298	0.04465283334
2299	0.04460627467
2300	0.04457452908
2301	0.04453675272
2302	0.04451678957
2303	0.04450019627
2304	0.04447708317
2305	0.04446573213
2306	0.04442169271
2307	0.04441170679
2308	0.04436283967
2309	0.04432240681
2310	0.04429508657
2311	0.04428108103
2312	0.04426217923
2313	0.04424620913
2314	0.04422689739
2315	0.04421038239
2316	0.04419853744
2317	0.04417468833
2318	0.04416711638
2319	0.04414314617
2320	0.0441233175
2321	0.04407126703
2322	0.04401995706
2323	0.04400769943
2324	0.04395461014
2325	0.04393796186
2326	0.04393014881
2327	0.04391008265
2328	0.04390477798
2329	0.04387261206
2330	0.04385482645
2331	0.04381573321
2332	0.04380138256
2333	0.04375040603
2334	0.04371894603
2335	0.04370450679
2336	0.0436787796
2337	0.04366234282
2338	0.04364453612
2339	0.04360692532
2340	0.04355761492
2341	0.043546292
2342	0.04349547434
2343	0.04345643338
2344	0.04340427396
2345	0.04337441676
2346	0.04335058886
2347	0.04331126185
2348	0.04328027719
2349	0.04322674638
2350	0.04316569628
2351	0.04315441831
2352	0.04313946738
2353	0.04307128491
2354	0.04305521239
2355	0.0430493213
2356	0.04300958731
2357	0.04298727342
2358	0.04295882416
2359	0.04294172715
2360	0.04292595076
2361	0.04288331618
2362	0.04286083243
2363	0.04282433833
2364	0.04278712906
2365	0.04277185243
2366	0.04275069735
2367	0.04272038725
2368	0.04270284209
2369	0.04267171758
2370	0.04264459892
2371	0.04263007903
2372	0.04260718137
2373	0.04259539248
2374	0.04258495236
2375	0.04257153891
2376	0.0425458898
2377	0.04253015436
2378	0.04249355797
2379	0.04246486741
2380	0.04244538379
2381	0.04241576445
2382	0.04239249632
2383	0.04237366387
2384	0.04236699531
2385	0.04233002074
2386	0.04230796919
2387	0.042292086
2388	0.0422444925
2389	0.04223649883
2390	0.04221347268
2391	0.04216002584
2392	0.04213056027
2393	0.0420708498
2394	0.04204434006
2395	0.04202442668
2396	0.04198762024
2397	0.04197064815
2398	0.04195228401
2399	0.04194238542
2400	0.04190331164
2401	0.04186264578
2402	0.04183063621
2403	0.04180897421
2404	0.0417969349
2405	0.0417571347
2406	0.04174441114
2407	0.04173747999
2408	0.04171663587
2409	0.04169350423
2410	0.04165483123
2411	0.04160410942
2412	0.04158258003
2413	0.04154774076
2414	0.04152676564
2415	0.04150511329
2416	0.04148823855
2417	0.04145793251
2418	0.04143969606
2419	0.0413881289
2420	0.04137329278
2421	0.04135498033
2422	0.04131898175
2423	0.04128518767
2424	0.04127046895
2425	0.04122091844
2426	0.04119651343
2427	0.04116408446
2428	0.0411251141
2429	0.04110797043
2430	0.04106549984
2431	0.04104993131
2432	0.04099870601
2433	0.04095531991
2434	0.0409245902
2435	0.04090108285
2436	0.04086625227
2437	0.04084186159
2438	0.04081601017
2439	0.0407828518
2440	0.04075852742
2441	0.04074171765
2442	0.0407021214
2443	0.0406795092
2444	0.04066721627
2445	0.04063812229
2446	0.04056792589
2447	0.04054905966
2448	0.04051687865
2449	0.04048758947
2450	0.04046091881
2451	0.04043598741
2452	0.04040058143
2453	0.04038326192
2454	0.04035909809
2455	0.04035343434
2456	0.04032704101
2457	0.04030547016
2458	0.04028122712
2459	0.04022454823
2460	0.04019383949
2461	0.04013336955
2462	0.04011452507
2463	0.04009104099
2464	0.0400693549
2465	0.04002596899
2466	0.04000339238
2467	0.03999180521
2468	0.03996424069
2469	0.03994396893
2470	0.03990967468
2471	0.03989114721
2472	0.03987513729
2473	0.03983771498
2474	0.03982683866
2475	0.03980645942
2476	0.03978591117
2477	0.03973928244
2478	0.0397205441
2479	0.03966669689
2480	0.03964895682
2481	0.03962123653
2482	0.03960167305
2483	0.03959156451
2484	0.03952731714
2485	0.03951435608
2486	0.03948406379
2487	0.03945505331
2488	0.03943475635
2489	0.03941231656
2490	0.03938958953
2491	0.03938649567
2492	0.03936723821
2493	0.03934012521
2494	0.0393127549
2495	0.03928843187
2496	0.03925982914
2497	0.0392476832
2498	0.03920935401
2499	0.03917199695
2500	0.039168624
2501	0.03914367758
2502	0.03912199154
2503	0.03908614411
2504	0.03905025591
2505	0.03902014417
2506	0.03898577942
2507	0.03896504917
2508	0.03894599965
2509	0.03893456381
2510	0.0389027879
2511	0.03886973359
2512	0.03883215266
2513	0.03880426415
2514	0.03880317042
2515	0.03877930323
2516	0.03873914821
2517	0.03870856923
2518	0.03869418533
2519	0.03867681457
2520	0.03864861588
2521	0.03862113149
2522	0.0385798495
2523	0.0385347842
2524	0.03850735966
2525	0.03849363885
2526	0.03848342537
2527	0.0384501324
2528	0.03843889202
2529	0.03838089317
2530	0.03836159937
2531	0.03834130406
2532	0.03829617168
2533	0.0382670542
2534	0.03824502959
2535	0.03823592168
2536	0.03821169267
2537	0.03818364607
2538	0.03816694858
2539	0.03815469296
2540	0.03812360656
2541	0.03811219314
2542	0.03808838203
2543	0.03808764221
2544	0.03806309241
2545	0.03804896493
2546	0.03803321428
2547	0.03801376427
2548	0.03799378144
2549	0.03797597553
2550	0.03796039551
2551	0.03794365965
2552	0.0379103458
2553	0.03788868403
2554	0.03785631716
2555	0.03782708216
2556	0.03779920346
2557	0.03779018668
2558	0.03775701564
2559	0.03774060785
2560	0.03773621762
2561	0.03771682646
2562	0.03769750557
2563	0.03766875716
2564	0.03763937515
2565	0.03763068539
2566	0.03762303909
2567	0.03760576543
2568	0.03758766316
2569	0.03755395329
2570	0.03751715516
2571	0.03748377255
2572	0.03746832037
2573	0.03744431521
2574	0.03741483758
2575	0.03740792025
2576	0.03739732355
2577	0.03737209196
2578	0.0373281539
2579	0.0373164835
2580	0.03730019314
2581	0.03726700347
2582	0.03725376058
2583	0.03720253118
2584	0.03718152638
2585	0.0371697863
2586	0.03713963262
2587	0.0371212238
2588	0.03707606071
2589	0.03705899797
2590	0.0370316096
2591	0.03701784744
2592	0.0369960528
2593	0.03699049353
2594	0.03695123557
2595	0.03694047192
2596	0.03690929426
2597	0.03687214917
2598	0.03684818083
2599	0.03681944035
2600	0.03680931552
2601	0.03675234014
2602	0.03674919559
2603	0.03669697992
2604	0.0366881374
2605	0.03667601472
2606	0.03667093673
2607	0.03665445404
2608	0.03664338946
2609	0.03658627454
2610	0.03656885475
2611	0.03653306362
2612	0.03650709819
2613	0.03648145173
2614	0.0364396538
2615	0.03640190819
2616	0.03637545412
2617	0.03636159416
2618	0.03634381194
2619	0.03633465837
2620	0.03630729163
2621	0.03628948263
2622	0.03627553276
2623	0.03625919597
2624	0.03624885963
2625	0.03623256139
2626	0.03621705838
2627	0.03620536641
2628	0.03617333157
2629	0.03615550613
2630	0.03612896052
2631	0.03611709915
2632	0.0360965364
2633	0.03605359968
2634	0.03604825612
2635	0.03602420194
2636	0.03601124958
2637	0.036005062
2638	0.03599012696
2639	0.03596843109
2640	0.03596100628
2641	0.03595188645
2642	0.03592934633
2643	0.03589726738
2644	0.03588726457
2645	0.03586365174
2646	0.03582654051
2647	0.03579921768
2648	0.03576124406
2649	0.03573100006
2650	0.0357039407
2651	0.03567398873
2652	0.03566052988
2653	0.03564804483
2654	0.035630836
2655	0.03562374221
2656	0.0356123909
2657	0.0355769263
2658	0.03555382782
2659	0.03554169732
2660	0.03550456
2661	0.0354780945
2662	0.03544806089
2663	0.03543206022
2664	0.03541284775
2665	0.03538574612
2666	0.03536951635
2667	0.03534963863
2668	0.03532902651
2669	0.03531155689
2670	0.03528132629
2671	0.03525418007
2672	0.03523657905
2673	0.03520805461
2674	0.03518972257
2675	0.03516713771
2676	0.0351592463
2677	0.0351410597
2678	0.03512839935
2679	0.0351180963
2680	0.03509343081
2681	0.03505195119
2682	0.03503083639
2683	0.03502209481
2684	0.03500373584
2685	0.03499031646
2686	0.03497009215
2687	0.03495679982
2688	0.03493684407
2689	0.03491884106
2690	0.03489274344
2691	0.03486680599
2692	0.03483654018
2693	0.0348188509
2694	0.03479953584
2695	0.03477205421
2696	0.03474047568
2697	0.03472626042
2698	0.0347050492
2699	0.03469518296
2700	0.03467649244
2701	0.03466665649
2702	0.03462916726
2703	0.03461795259
2704	0.03459756621
2705	0.03458501401
2706	0.03457342793
2707	0.03455643969
2708	0.03454143429
2709	0.03450219536
2710	0.03448848561
2711	0.03448110858
2712	0.03444369532
2713	0.03443394672
2714	0.034393155
2715	0.03437385349
2716	0.03435342177
2717	0.03433971322
2718	0.03432279449
2719	0.03428117646
2720	0.03425171574
2721	0.03423607724
2722	0.03419613422
2723	0.03418425556
2724	0.03414697154
2725	0.03413902181
2726	0.03412701015
2727	0.03410800295
2728	0.03406550658
2729	0.03406461309
2730	0.03404237076
2731	0.03401084022
2732	0.03398552082
2733	0.03394527122
2734	0.03392493108
2735	0.03390615967
2736	0.03388606328
2737	0.03386011071
2738	0.03383815862
2739	0.0338198095
2740	0.03379333891
2741	0.03378292004
2742	0.03377141854
2743	0.03373932938
2744	0.03372438183
2745	0.03370595333
2746	0.03369854736
2747	0.03366384073
2748	0.03364636509
2749	0.03362596643
2750	0.03361304512
2751	0.03359086518
2752	0.03357223255
2753	0.0335494945
2754	0.03353787789
2755	0.03352439566
2756	0.03350760329
2757	0.03349533338
2758	0.03348415332
2759	0.03346506761
2760	0.03343854073
2761	0.033431074
2762	0.03340604939
2763	0.0334030119
2764	0.03340096777
2765	0.03338173731
2766	0.03336754557
2767	0.03334640233
2768	0.03333242111
2769	0.03330972331
2770	0.03328593119
2771	0.03326951963
2772	0.03326675238
2773	0.03323326273
2774	0.03322057804
2775	0.03319921905
2776	0.03317722405
2777	0.03317335156
2778	0.03316390513
2779	0.03315219703
2780	0.03312415592
2781	0.03307405525
2782	0.03306294436
2783	0.03305497931
2784	0.03304464465
2785	0.03303857764
2786	0.03301641538
2787	0.03297737356
2788	0.03295542084
2789	0.03293170715
2790	0.03292411853
2791	0.03290770881
2792	0.03288232208
2793	0.03286338793
2794	0.03285082284
2795	0.03282931873
2796	0.03282415714
2797	0.03281188223
2798	0.0327837117
2799	0.03274803838
2800	0.03272416785
2801	0.0327103164
2802	0.03270534795
2803	0.03267970909
2804	0.03264725861
2805	0.03260990173
2806	0.032596471
2807	0.03257697508
2808	0.03256492943
2809	0.03255364732
2810	0.03253913039
2811	0.03251799736
2812	0.03251122048
2813	0.03249925207
2814	0.0324949374
2815	0.03248825981
2816	0.03248474191
2817	0.03246524749
2818	0.03243053844
2819	0.03242302191
2820	0.03239936571
2821	0.0323825361
2822	0.03236199398
2823	0.0323524452
2824	0.03233220898
2825	0.03230487963
2826	0.03228469265
2827	0.03225193002
2828	0.03222777804
2829	0.03221688423
2830	0.03220712008
2831	0.03218292906
2832	0.03216723638
2833	0.03213861108
2834	0.03210804838
2835	0.03209444698
2836	0.03206294816
2837	0.03205426078
2838	0.03202118755
2839	0.03199762783
2840	0.03198649217
2841	0.03196933311
2842	0.03195448556
2843	0.03193762412
2844	0.03193674313
2845	0.03191567126
2846	0.03189816107
2847	0.03188342311
2848	0.03186668382
2849	0.03185330993
2850	0.03184222654
2851	0.03181350633
2852	0.03180755159
2853	0.03177828898
2854	0.03176508047
2855	0.03174702756
2856	0.03173359527
2857	0.03169431232
2858	0.03167191127
2859	0.03165150808
2860	0.03164127938
2861	0.03163880859
2862	0.0315998962
2863	0.03159206666
2864	0.0315732826
2865	0.03157253238
2866	0.03154142508
2867	0.03151348114
2868	0.03149551347
2869	0.03148847084
2870	0.03146256024
2871	0.0314263113
2872	0.03140252909
2873	0.03138025169
2874	0.03136181779
2875	0.03133534453
2876	0.03129889096
2877	0.0312698271
2878	0.03125874536
2879	0.03124046964
2880	0.03122852669
2881	0.03121211381
2882	0.03121069537
2883	0.03118865967
2884	0.03116844322
2885	0.03115670932
2886	0.03114461108
2887	0.0311238197
2888	0.03110891597
2889	0.03109527897
2890	0.03108414355
2891	0.03105957493
2892	0.03105166039
2893	0.03104120897
2894	0.03103965744
2895	0.03102441609
2896	0.03098783461
2897	0.03098255609
2898	0.03097464168
2899	0.03096009501
2900	0.03093096965
2901	0.03092287256
2902	0.03088935383
2903	0.03087016246
2904	0.03085597742
2905	0.0308357802
2906	0.03081008948
2907	0.03079050708
2908	0.03077250838
