iter	RMSE
302	0.2515513158
303	0.2512292816
304	0.2508779769
305	0.2507701849
306	0.2506901859
307	0.2503346019
308	0.2502305208
309	0.2498010268
310	0.2494554293
311	0.2492927358
312	0.2488011982
313	0.2487619596
314	0.2483235945
315	0.2480358487
316	0.2477540955
317	0.2472324951
318	0.2471713805
319	0.2470637224
320	0.2470107221
321	0.2466852377
322	0.2464532003
323	0.2459748909
324	0.2455938983
325	0.2455179225
326	0.2452487203
327	0.2451022945
328	0.2450356579
329	0.2449276328
330	0.2446619639
331	0.2443418479
332	0.2440830533
333	0.2436110065
334	0.2432181458
335	0.2428559007
336	0.2423191964
337	0.2421032178
338	0.2416643063
339	0.2414202334
340	0.2413800271
341	0.241272127
342	0.2409415524
343	0.2405947691
344	0.240334275
345	0.239872481
346	0.2396273226
347	0.2393261138
348	0.2389818484
349	0.2386009702
350	0.2383441568
351	0.2380272582
352	0.237769106
353	0.2375823112
354	0.2371733617
355	0.236981708
356	0.2364130601
357	0.2361033556
358	0.2356837434
359	0.2353648452
360	0.2348899921
361	0.2345402034
362	0.2343418821
363	0.2341361295
364	0.2339626775
365	0.233386625
366	0.2331069454
367	0.232984587
368	0.2327927843
369	0.2324509005
370	0.2322265
371	0.2321582571
372	0.2318625905
373	0.2315759582
374	0.2312953289
375	0.2310316569
376	0.2309234227
377	0.230598861
378	0.2304084207
379	0.2300142523
380	0.2297800262
381	0.2296376974
382	0.2293413345
383	0.2289828776
384	0.2289509321
385	0.2288077037
386	0.2287662801
387	0.2280340374
388	0.2274359409
389	0.2272942069
390	0.2269977963
391	0.2262392205
392	0.2257085599
393	0.2256294266
394	0.2254045972
395	0.2253189138
396	0.2252761001
397	0.2248138971
398	0.2244721554
399	0.2242197887
400	0.2239005573
401	0.223737662
402	0.2232528881
403	0.2230211537
404	0.2226836969
405	0.2225075071
406	0.2222413971
407	0.221939074
408	0.2217278305
409	0.2215978186
410	0.2215437638
411	0.2214597985
412	0.2212592857
413	0.2208482256
414	0.2203235014
415	0.2202667891
416	0.2200735356
417	0.2196540121
418	0.2194870715
419	0.2193153024
420	0.2189686023
421	0.2185128502
422	0.2183939262
423	0.2182292787
424	0.2179611501
425	0.2179054676
426	0.2175577815
427	0.2171546209
428	0.2169910149
429	0.2169347221
430	0.2162160012
431	0.2160379655
432	0.2158977908
433	0.2155549222
434	0.2148804847
435	0.2142556052
436	0.2140846409
437	0.2136182129
438	0.2133809408
439	0.2132355286
440	0.2129757935
441	0.2127234015
442	0.2125586948
443	0.2122605782
444	0.2118876599
445	0.2118268042
446	0.2116375635
447	0.2111861308
448	0.2108804948
449	0.2107775807
450	0.2103795965
451	0.2100500909
452	0.2098892207
453	0.2096279212
454	0.2091083687
455	0.2087473196
456	0.2085453723
457	0.2082475193
458	0.2078370727
459	0.2075609561
460	0.2074367959
461	0.2071379203
462	0.2069406301
463	0.2068245881
464	0.2066274521
465	0.2063703235
466	0.2060886653
467	0.2057130502
468	0.2052783819
469	0.2051170252
470	0.2046105436
471	0.2043584853
472	0.204182338
473	0.2038457151
474	0.2036601207
475	0.2032464448
476	0.2030510807
477	0.2027678364
478	0.2026767235
479	0.2024250382
480	0.2020815806
481	0.2017153681
482	0.2014122659
483	0.2013972616
484	0.2013857797
485	0.2013060996
486	0.2008368959
487	0.2007337866
488	0.2004564144
489	0.2003953135
490	0.2001747419
491	0.1999392471
492	0.1997634638
493	0.1994377668
494	0.1990521525
495	0.1989114102
496	0.1985985948
497	0.1981050772
498	0.1979314922
499	0.1975444471
500	0.1974016499
501	0.1970854383
502	0.1970283477
503	0.1967194815
504	0.1962650286
505	0.1959121011
506	0.1958873203
507	0.1956258252
508	0.1951926682
509	0.1947861985
510	0.1946647965
511	0.1944596767
512	0.1941570701
513	0.193750922
514	0.1936204802
515	0.1934810877
516	0.1932219467
517	0.1929629049
518	0.1927916595
519	0.1924442128
520	0.1920739736
521	0.1919538516
522	0.1917992417
523	0.1916674136
524	0.1913781285
525	0.1912424304
526	0.1907597757
527	0.1906660141
528	0.1904571101
529	0.1901282543
530	0.1899792382
531	0.1898608823
532	0.1897398723
533	0.1895517003
534	0.1894598172
535	0.1893724315
536	0.1891896347
537	0.1889730745
538	0.1888342797
539	0.1886401059
540	0.1883833057
541	0.1883155769
542	0.1877354921
543	0.1874463051
544	0.1869340713
545	0.186622525
546	0.1864413706
547	0.1863550051
548	0.1862137803
549	0.1860790562
550	0.1859725316
551	0.1858611635
552	0.1857119467
553	0.1854481426
554	0.1850057389
555	0.1847027013
556	0.1843975553
557	0.1840354503
558	0.1838206688
559	0.1836355671
560	0.1832792157
561	0.1831652858
562	0.1829359086
563	0.1826863608
564	0.1825367502
565	0.1823710586
566	0.1822185357
567	0.1819226373
568	0.1816417389
569	0.1814477611
570	0.1812999665
571	0.1811410219
572	0.1811047957
573	0.180892765
574	0.1807268374
575	0.1805987547
576	0.180295454
577	0.1801464439
578	0.1799312593
579	0.1795519569
580	0.1793403485
581	0.1790383198
582	0.1787867957
583	0.1784789906
584	0.1779744671
585	0.1777488186
586	0.1775308811
587	0.1773938695
588	0.1770878319
589	0.1768754688
590	0.1765424786
591	0.1763993655
592	0.1763267999
593	0.1762109457
594	0.1761077592
595	0.1758279259
596	0.1756594421
597	0.1754818038
598	0.1753487552
599	0.1752359255
600	0.1749869919
601	0.1748971412
602	0.174676956
603	0.1744817194
604	0.1743287201
605	0.1741291642
606	0.1739648484
607	0.1738726633
608	0.1737005766
609	0.1734813724
610	0.1732684548
611	0.1731593403
612	0.17305006
613	0.172891166
614	0.1727745867
615	0.1727430104
616	0.1725813852
617	0.17245708
618	0.1722017599
619	0.1720769468
620	0.1720086983
621	0.171974376
622	0.1719082851
623	0.1714762297
624	0.1713269177
625	0.1711115783
626	0.1709805496
627	0.1706205072
628	0.170414802
629	0.1702514238
630	0.1700427219
631	0.1698533137
632	0.1697162265
633	0.1696506124
634	0.169258573
635	0.1691514282
636	0.1687535146
637	0.1682674692
638	0.1680806297
639	0.1678379018
640	0.1675029094
641	0.167408123
642	0.1671106425
643	0.1668339963
644	0.1666291286
645	0.1665250922
646	0.1663562222
647	0.1663204396
648	0.1659332132
649	0.1655825422
650	0.1654447755
651	0.1652622204
652	0.1650298084
653	0.1649422527
654	0.1648465169
655	0.164634298
656	0.1645409435
657	0.1644406225
658	0.1641273168
659	0.1638928785
660	0.1636606338
661	0.1634847003
662	0.1634359256
663	0.1631793594
664	0.1631236489
665	0.1628885339
666	0.1627760239
667	0.1626366253
668	0.1625545278
669	0.1623763325
670	0.1621364016
671	0.1620436504
672	0.1620266628
673	0.1618797987
674	0.1617956679
675	0.1616913058
676	0.1616617276
677	0.161495947
678	0.1613413007
679	0.1611159155
680	0.1609524042
681	0.1609394144
682	0.1607681645
683	0.1607613015
684	0.160659701
685	0.1602399013
686	0.160215582
687	0.1599335312
688	0.1597844325
689	0.1596699874
690	0.1594947293
691	0.1592009267
692	0.1589496577
693	0.1589292645
694	0.1588225209
695	0.1586277721
696	0.1582208744
697	0.1581201173
698	0.15789222
699	0.1577564374
700	0.157576406
701	0.1572851615
702	0.1571645847
703	0.1569660201
704	0.1566906459
705	0.1564608027
706	0.1562198165
707	0.1561029201
708	0.1558257479
709	0.1556585275
710	0.1555455618
711	0.1553411369
712	0.1551198144
713	0.15490227
714	0.1547471091
715	0.1545969857
716	0.1544559318
717	0.1542180548
718	0.1538331207
719	0.1537714621
720	0.1536351389
721	0.1535286139
722	0.1533112601
723	0.1531953709
724	0.1530684661
725	0.1529460364
726	0.1527050237
727	0.1524767496
728	0.152245973
729	0.1521551972
730	0.1519676497
731	0.15183342
732	0.1517259072
733	0.1516813157
734	0.1515376654
735	0.1513684642
736	0.1511877906
737	0.1509942943
738	0.1509745741
739	0.1506580482
740	0.1504502393
741	0.1503814092
742	0.1502700396
743	0.150005134
744	0.1498841145
745	0.1497987183
746	0.1497350653
747	0.1497036231
748	0.1494869021
749	0.1492627345
750	0.1492428315
751	0.148931283
752	0.1489093018
753	0.1488317348
754	0.148732954
755	0.1486179313
756	0.148434089
757	0.1483767647
758	0.1482600849
759	0.1482033594
760	0.1478955492
761	0.1477542734
762	0.1475861425
763	0.1473246969
764	0.1469717062
765	0.1468037701
766	0.1465918091
767	0.1463785134
768	0.1462213013
769	0.1460321558
770	0.1458609569
771	0.1456558072
772	0.1454924593
773	0.145249591
774	0.1450115258
775	0.1447976322
776	0.1447486327
777	0.144551982
778	0.1444335167
779	0.1443794658
780	0.1441459205
781	0.1440144112
782	0.1437708024
783	0.1436236795
784	0.1434603957
785	0.1433101508
786	0.1432346301
787	0.1431780208
788	0.1430873427
789	0.1428818528
790	0.1426736424
791	0.1424387183
792	0.1422507201
793	0.1419781407
794	0.1416996748
795	0.1415042414
796	0.141316777
797	0.1411207467
798	0.1410555306
799	0.1408675663
800	0.1406765005
801	0.1404813787
802	0.1403937186
803	0.1402736129
804	0.1401488397
805	0.139926612
806	0.1397450701
807	0.1395895904
808	0.1394459271
809	0.1392033489
810	0.1390507188
811	0.1387814882
812	0.1385094977
813	0.1382803469
814	0.1381933121
815	0.1380430726
816	0.1379203363
817	0.1377800826
818	0.1375930995
819	0.1374363023
820	0.1373891343
821	0.137233374
822	0.1371604852
823	0.1370038567
824	0.1369445619
825	0.136797287
826	0.136783985
827	0.1367144931
828	0.1364890148
829	0.136445982
830	0.1363472631
831	0.1362348392
832	0.136140571
833	0.1360586422
834	0.1359012624
835	0.135756962
836	0.1356647587
837	0.1355893233
838	0.1354790292
839	0.1353370751
840	0.1352060215
841	0.1350379994
842	0.1349654237
843	0.1349422716
844	0.1349166402
845	0.1347574232
846	0.1346893203
847	0.1345408984
848	0.1344962812
849	0.1344161558
850	0.134183924
851	0.1340334347
852	0.133910356
853	0.1337288757
854	0.1336492645
855	0.1335377174
856	0.1334798538
857	0.1333635905
858	0.1332493077
859	0.1331087997
860	0.132819248
861	0.1326873381
862	0.1325129232
863	0.1324092766
864	0.1322838023
865	0.1322249008
866	0.1321728425
867	0.1319165683
868	0.1317052378
869	0.1315948442
870	0.131444927
871	0.1313657975
872	0.1312394148
873	0.1309224298
874	0.1307774506
875	0.1306078965
876	0.1304555301
877	0.130377018
878	0.1302424812
879	0.1300587148
880	0.1298961503
881	0.129795753
882	0.1296680405
883	0.1293546529
884	0.1293115429
885	0.1291417163
886	0.1290536342
887	0.1289066653
888	0.1287603735
889	0.1286031264
890	0.1284546598
891	0.1283444414
892	0.1283134119
893	0.1280716759
894	0.1278586647
895	0.1277560382
896	0.1275622316
897	0.1274730504
898	0.1274071189
899	0.12734414
900	0.1272666614
901	0.1270987942
902	0.1270313677
903	0.1269741561
904	0.1267993272
905	0.126698333
906	0.1266063114
907	0.1265836877
908	0.1265183691
909	0.1264331771
910	0.1262190417
911	0.1260764901
912	0.1259280153
913	0.1258457789
914	0.1256857424
915	0.125556264
916	0.125330061
917	0.1252627142
918	0.1251502254
919	0.1250896168
920	0.1249084927
921	0.1248746546
922	0.1246656904
923	0.1245344771
924	0.1243888183
925	0.1243268435
926	0.1241448156
927	0.1240662465
928	0.12384334
929	0.123791265
930	0.1236918666
931	0.1235939299
932	0.1235095002
933	0.1233833206
934	0.1232826901
935	0.1232096416
936	0.1231432439
937	0.1229251965
938	0.1228087265
939	0.1227199065
940	0.1226497356
941	0.1224933278
942	0.1224577067
943	0.1224013461
944	0.1222859506
945	0.1222341857
946	0.1221884282
947	0.1220869382
948	0.1219766977
949	0.1219516415
950	0.1218294811
951	0.1218211488
952	0.1217749927
953	0.1216587497
954	0.1214835196
955	0.1214557626
956	0.1213555909
957	0.1212983797
958	0.121183218
959	0.1211389985
960	0.1209797022
961	0.120916916
962	0.1208390616
963	0.1208335563
964	0.120716789
965	0.1205092748
966	0.1203757493
967	0.120257139
968	0.1201279206
969	0.1200668256
970	0.1199303222
971	0.1197293829
972	0.1196344175
973	0.1195914831
974	0.1193387889
975	0.1192424998
976	0.1191115993
977	0.1190575981
978	0.1189710547
979	0.1189318251
980	0.1188026358
981	0.1185884702
982	0.1185395449
983	0.1184299032
984	0.1182953047
985	0.11816932
986	0.1180455285
987	0.1178938755
988	0.1177993464
989	0.1176986941
990	0.1175795848
991	0.1175019591
992	0.1174222031
993	0.1173453177
994	0.1172425022
995	0.1171598834
996	0.1171180148
997	0.1170873341
998	0.117012008
999	0.1169571131
1000	0.1169136486
1001	0.1168362028
1002	0.1167186641
1003	0.1165660568
1004	0.116459772
1005	0.1162575745
1006	0.1161756514
1007	0.1159887295
1008	0.1158303236
1009	0.1157621552
1010	0.1155679469
1011	0.115477496
1012	0.1153714619
1013	0.1153303719
1014	0.1152252866
1015	0.1150245135
1016	0.1148404723
1017	0.1147263639
1018	0.1147060099
1019	0.1145975108
1020	0.1145315425
1021	0.1144789875
1022	0.1143745517
1023	0.1142857766
1024	0.1141603851
1025	0.1140819834
1026	0.1139723181
1027	0.1138408038
1028	0.1136750157
1029	0.1136616312
1030	0.1134600711
1031	0.1133695652
1032	0.1133212325
1033	0.1133171711
1034	0.1132698681
1035	0.1131694409
1036	0.11308147
1037	0.1129340173
1038	0.1128194144
1039	0.1126416623
1040	0.1125103069
1041	0.1124061797
1042	0.1123008709
1043	0.1121754504
1044	0.1120776959
1045	0.1119934542
1046	0.1118986376
1047	0.111698189
1048	0.1116485825
1049	0.1115401898
1050	0.1114385668
1051	0.1113600194
1052	0.1113275091
1053	0.1111879621
1054	0.1110930137
1055	0.1110711315
1056	0.1110048659
1057	0.1109608087
1058	0.1109043766
1059	0.1108989888
1060	0.1107597954
1061	0.1105970525
1062	0.1105426802
1063	0.1103700334
1064	0.1103199961
1065	0.1102871303
1066	0.1101726607
1067	0.1101262436
1068	0.1100494954
1069	0.1098833518
1070	0.1098345692
1071	0.1096859954
1072	0.109577585
1073	0.1094859869
1074	0.1093389417
1075	0.109182346
1076	0.1091420309
1077	0.1090787745
1078	0.1090428971
1079	0.1090169821
1080	0.1088704192
1081	0.108771127
1082	0.1085792043
1083	0.1084736254
1084	0.1084552625
1085	0.1083398245
1086	0.1082743795
1087	0.1082014755
1088	0.1080872517
1089	0.1080323837
1090	0.1078963911
1091	0.107727791
1092	0.1076507143
1093	0.1075668197
1094	0.1073839998
1095	0.1073588888
1096	0.107272372
1097	0.1071686154
1098	0.1070713244
1099	0.1070341596
1100	0.1069112426
1101	0.1068841481
1102	0.1067641931
1103	0.1067235018
1104	0.1066407983
1105	0.106562545
1106	0.106512272
1107	0.1063691612
1108	0.1063287419
1109	0.1063085053
1110	0.1062071561
1111	0.106126709
1112	0.1059533041
1113	0.1058980964
1114	0.1058304463
1115	0.1057927844
1116	0.1056899375
1117	0.1055790556
1118	0.105492192
1119	0.1053337758
1120	0.1052397675
1121	0.1051093694
1122	0.1050767724
1123	0.1050404272
1124	0.1049952674
1125	0.1048779545
1126	0.1048615199
1127	0.1047385446
1128	0.1046614616
1129	0.1045581177
1130	0.1044867362
1131	0.1043807267
1132	0.1042476784
1133	0.1042080357
1134	0.1040452924
1135	0.1039858177
1136	0.1038883822
1137	0.103827969
1138	0.1037685925
1139	0.1037023242
1140	0.1035969508
1141	0.1034983267
1142	0.1033877379
1143	0.1032721313
1144	0.1031741908
1145	0.1030434169
1146	0.1029537886
1147	0.1028661704
1148	0.1027950078
1149	0.1027403068
1150	0.1027039788
1151	0.1026260911
1152	0.1024830706
1153	0.1024269976
1154	0.1023690706
1155	0.1022716712
1156	0.1021926573
1157	0.1020768901
1158	0.1019275941
1159	0.1018685223
1160	0.1017552024
1161	0.101703617
1162	0.1016349335
1163	0.1016284648
1164	0.1015622926
1165	0.1014495585
1166	0.1013992437
1167	0.1012185477
1168	0.1011268864
1169	0.1011142183
1170	0.1011093452
1171	0.1010598947
1172	0.1010292181
1173	0.100912641
1174	0.1007500016
1175	0.1007075112
1176	0.1006378239
1177	0.1005944898
1178	0.1005317941
1179	0.1004559595
1180	0.1003865476
1181	0.1003456473
1182	0.1002071583
1183	0.1001393183
1184	0.1000969054
1185	0.1000239615
1186	0.09998791248
1187	0.09987912038
1188	0.09978789649
1189	0.09973936017
1190	0.09969971646
1191	0.09969536635
1192	0.09968775237
1193	0.09963328983
1194	0.09958919392
1195	0.09946102868
1196	0.09938264145
1197	0.09932619657
1198	0.09920319995
1199	0.09920135557
1200	0.09911801658
1201	0.09904336028
1202	0.09894688981
1203	0.09889066358
1204	0.09880727948
1205	0.09874327654
1206	0.09868947743
1207	0.09855976563
1208	0.09846500772
1209	0.09843038838
1210	0.09836131824
1211	0.09827661667
1212	0.09823716114
1213	0.09816887105
1214	0.09803362229
1215	0.09797744868
1216	0.09789739968
1217	0.0978392269
1218	0.09775233948
1219	0.09771981603
1220	0.09761477754
1221	0.09747221028
1222	0.09741638961
1223	0.09736123384
1224	0.09724411228
1225	0.09720978096
1226	0.09712160842
1227	0.09705487734
1228	0.09698965785
1229	0.09682163038
1230	0.0967414038
1231	0.09671224399
1232	0.09661231102
1233	0.0965608703
1234	0.09649187423
1235	0.0964415271
1236	0.09635813805
1237	0.09626968557
1238	0.09618550843
1239	0.09608702314
1240	0.09598337249
1241	0.09589258221
1242	0.09582379816
1243	0.0957507876
1244	0.09566441492
1245	0.09548645752
1246	0.09541090549
1247	0.09529853666
1248	0.09524171854
1249	0.09510427089
1250	0.0950077651
1251	0.09492278921
1252	0.09488773931
1253	0.09480741079
1254	0.09477523792
1255	0.09467609038
1256	0.09462095402
1257	0.09453652117
1258	0.09448183279
1259	0.09442457557
1260	0.09438766999
1261	0.09426560678
1262	0.09414751308
1263	0.09409173075
1264	0.09400920969
1265	0.09393512193
1266	0.09386860706
1267	0.09386737973
1268	0.09381713554
1269	0.09377908442
1270	0.09374511389
1271	0.09369987409
1272	0.09358329645
1273	0.09345182449
1274	0.09340350888
1275	0.09331282374
1276	0.09325017939
1277	0.09324338411
1278	0.09318791487
1279	0.09314655726
1280	0.09308450658
1281	0.09303592284
1282	0.09293333844
1283	0.09288670879
1284	0.09281157989
1285	0.09277087739
1286	0.09273421083
1287	0.09269027389
1288	0.09260864154
1289	0.09244160226
1290	0.09234626194
1291	0.09230916134
1292	0.09224808281
1293	0.09221030311
1294	0.09208201749
1295	0.09195291037
1296	0.09189238761
1297	0.09187853202
1298	0.09180576998
1299	0.0917004048
1300	0.09157473277
1301	0.09157354293
1302	0.09145814049
1303	0.09140414003
1304	0.0913865154
1305	0.09132096915
1306	0.09125355346
1307	0.09115489787
1308	0.09102457068
1309	0.09095664911
1310	0.09081479442
1311	0.09070978035
1312	0.09064108694
1313	0.09057559395
1314	0.09050174476
1315	0.0904014762
1316	0.09036030738
1317	0.09034686813
1318	0.09025611792
1319	0.09024678375
1320	0.09020599573
1321	0.09015352281
1322	0.0901075702
1323	0.08997765332
1324	0.08992388612
1325	0.08987401627
1326	0.08983526381
1327	0.08977627896
1328	0.08972820915
1329	0.08965801519
1330	0.08956911872
1331	0.08953157561
1332	0.08947005444
1333	0.08941717439
1334	0.08939292284
1335	0.08936908015
1336	0.08925036848
1337	0.08913914008
1338	0.08903277427
1339	0.08899674584
1340	0.08896439126
1341	0.08894095816
1342	0.08882589676
1343	0.08868506732
1344	0.08856639014
1345	0.08850227502
1346	0.08835791956
1347	0.08826115033
1348	0.08816452404
1349	0.08806801158
1350	0.08802098124
1351	0.08794662926
1352	0.08783976256
1353	0.08774264964
1354	0.08771257745
1355	0.0876401685
1356	0.08756486789
1357	0.08750442673
1358	0.08739489855
1359	0.08725943054
1360	0.08712754053
1361	0.08705715477
1362	0.08700278875
1363	0.08687061735
1364	0.08676161045
1365	0.08667769297
1366	0.08662107118
1367	0.08655214253
1368	0.08649838271
1369	0.08635590616
1370	0.08632646508
1371	0.08629313766
1372	0.08615860137
1373	0.08608343607
1374	0.08603195484
1375	0.08595268087
1376	0.08586373619
1377	0.08581489135
1378	0.0857481186
1379	0.08569844653
1380	0.08561240926
1381	0.0855449352
1382	0.08543886272
1383	0.08537804645
1384	0.08532100954
1385	0.08514444958
1386	0.08511868447
1387	0.08504095303
1388	0.08499692506
1389	0.08488330153
1390	0.08484824436
1391	0.08475541839
1392	0.08467156468
1393	0.08463397576
1394	0.08459368534
1395	0.08453036325
1396	0.0844705838
1397	0.08439851855
1398	0.08429294455
1399	0.0842731641
1400	0.08425919296
1401	0.08414087507
1402	0.08411029167
1403	0.08408040755
1404	0.08404812456
1405	0.08396175843
1406	0.08390038419
1407	0.08381991271
1408	0.08372443272
1409	0.08367987625
1410	0.08363912927
1411	0.08354856018
1412	0.0834756546
1413	0.08345002
1414	0.08336887544
1415	0.08334152345
1416	0.08324632845
1417	0.08317980776
1418	0.08312683616
1419	0.08306735115
1420	0.0829680352
1421	0.08291714773
1422	0.08287733087
1423	0.08279352381
1424	0.08276604019
1425	0.08265241811
1426	0.08261141173
1427	0.08255820698
1428	0.08255224538
1429	0.08252351627
1430	0.08251091505
1431	0.08246267739
1432	0.08243619156
1433	0.08236163218
1434	0.08228433652
1435	0.08224852089
1436	0.08216675667
1437	0.08203476793
1438	0.08195598478
1439	0.08193293586
1440	0.08181463022
1441	0.08169563018
1442	0.08165667279
1443	0.08164283632
1444	0.0815675498
1445	0.08152633814
1446	0.08147082972
1447	0.08142437887
1448	0.08136560867
1449	0.08130260387
1450	0.08120954846
1451	0.08115777032
1452	0.08103892497
1453	0.08096996251
1454	0.08088638964
1455	0.0808648261
1456	0.08086131735
1457	0.08082706704
1458	0.08071467042
1459	0.08067963912
1460	0.08063915327
1461	0.08053634405
1462	0.0804831445
1463	0.08042375082
1464	0.08038114636
1465	0.08031347599
1466	0.08024716582
1467	0.08019380295
1468	0.08011638537
1469	0.07993972474
1470	0.07993569974
1471	0.07990075001
1472	0.07985992611
1473	0.07981577425
1474	0.07979097206
1475	0.07978455591
1476	0.07974613029
1477	0.07962993399
1478	0.07956832813
1479	0.07954497827
1480	0.07948219216
1481	0.07944250025
1482	0.0794083589
1483	0.07938008076
1484	0.07930983617
1485	0.07925687985
1486	0.07917276475
1487	0.07908648333
1488	0.07902022213
1489	0.07900441755
1490	0.07896240908
1491	0.0788700213
1492	0.07882079011
1493	0.07875061812
1494	0.07865676669
1495	0.07856958199
1496	0.07851436436
1497	0.07844015171
1498	0.07836095025
1499	0.07832066438
1500	0.07826184606
1501	0.07817276032
1502	0.07808532097
1503	0.07803388748
1504	0.07796376029
1505	0.07793495939
1506	0.07787425683
1507	0.07782772665
1508	0.07776565341
